year,state,disability,total_6to21,el_yes,el_no,aian,black,hisp,tworace,white,api,total_ethnicity
2015,American Samoa,Orthopedic impairment,2,2,0,0,0,0,0,0,NA,0
2015,American Samoa,Other health impairment,2,2,0,0,0,0,0,0,NA,0
2015,American Samoa,Specific learning disability,518,518,0,0,0,0,0,0,NA,0
2015,American Samoa,Speech or language impairment,3,3,0,0,0,0,0,0,NA,0
2015,American Samoa,Traumatic brain injury,0,0,0,0,0,0,0,0,NA,0
2015,American Samoa,Visual impairment,6,6,0,0,0,0,0,0,NA,0
2015,Arizona,All Disabilities,117264,7822,109442,7260,7790,52111,2980,45343,1780,117264
2015,Arizona,Autism,10652,244,10408,350,630,3453,349,5518,352,10652
2015,Arizona,Deaf-blindness,94,1,93,4,5,41,2,41,1,94
2015,Arizona,Developmental delay,5356,898,4458,366,352,2653,181,1709,95,5356
2015,Arizona,Emotional disturbance,7456,128,7328,360,893,2156,279,3733,35,7456
2015,Arizona,Hearing impairment,1309,58,1251,77,52,688,24,425,43,1309
2015,Arizona,Intellectual disability,7116,234,6882,497,608,3527,126,2189,169,7116
2015,Arizona,Multiple disabilities,2213,42,2171,193,101,976,44,842,57,2213
2015,Arizona,Orthopedic impairment,585,32,553,17,29,226,9,288,16,585
2015,Arizona,Other health impairment,10858,346,10512,427,803,3384,320,5809,115,10858
2015,Arizona,Specific learning disability,53083,4043,49040,4017,3582,26852,1135,16977,520,53083
2015,Arizona,Speech or language impairment,17694,1761,15933,876,676,7834,494,7457,357,17694
2015,Arizona,Traumatic brain injury,335,20,315,33,24,134,7,134,3,335
2015,Arizona,Visual impairment,513,15,498,43,35,187,10,221,17,513
2015,Arkansas,All Disabilities,55197,4104,51093,385,12973,5692,1189,34300,658,55197
2015,Arkansas,Autism,4084,267,3817,26,580,375,103,2911,89,4084
2015,Arkansas,Deaf-blindness,4,0,4,0,2,0,1,1,0,4
2015,Arkansas,Developmental delay,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2015,Arkansas,Emotional disturbance,836,26,810,8,169,50,22,581,6,836
2015,Arkansas,Hearing impairment,424,53,371,2,70,78,7,239,28,424
2015,Arkansas,Intellectual disability,6009,462,5547,32,2118,619,104,3064,72,6009
2015,Arkansas,Multiple disabilities,1382,69,1313,10,290,135,26,898,23,1382
2015,Arkansas,Orthopedic impairment,191,14,177,2,32,18,4,132,3,191
2015,Arkansas,Other health impairment,10918,323,10595,69,2544,590,245,7423,47,10918
2015,Arkansas,Specific learning disability,18448,1648,16800,150,4406,2244,347,11152,149,18448
2015,Arkansas,Speech or language impairment,12540,1206,11334,83,2678,1545,323,7685,226,12540
2015,Arkansas,Traumatic brain injury,143,14,129,1,30,19,3,89,1,143
2015,Arkansas,Visual impairment,218,22,196,2,54,19,4,125,14,218
2015,Bureau Of Indian Education,All Disabilities,6043,1054,4989,6043,0,0,0,0,0,6043
2015,Bureau Of Indian Education,Autism,195,22,173,195,0,0,0,0,0,195
2015,Bureau Of Indian Education,Deaf-blindness,1,0,1,1,0,0,0,0,0,1
2015,Bureau Of Indian Education,Developmental delay,391,28,363,391,0,0,0,0,0,391
2015,Bureau Of Indian Education,Emotional disturbance,297,54,243,297,0,0,0,0,0,297
2015,Bureau Of Indian Education,Hearing impairment,42,7,35,42,0,0,0,0,0,42
2015,Bureau Of Indian Education,Intellectual disability,345,52,293,345,0,0,0,0,0,345
2015,Bureau Of Indian Education,Multiple disabilities,127,16,111,127,0,0,0,0,0,127
2015,Bureau Of Indian Education,Orthopedic impairment,24,2,22,24,0,0,0,0,0,24
2015,Bureau Of Indian Education,Other health impairment,548,113,435,548,0,0,0,0,0,548
2015,Bureau Of Indian Education,Specific learning disability,3089,611,2478,3089,0,0,0,0,0,3089
2015,Bureau Of Indian Education,Speech or language impairment,940,142,798,940,0,0,0,0,0,940
2015,Bureau Of Indian Education,Traumatic brain injury,29,5,24,29,0,0,0,0,0,29
2015,Bureau Of Indian Education,Visual impairment,15,2,13,15,0,0,0,0,0,15
2015,California,All Disabilities,649108,199714,449394,4989,58953,361449,20031,162751,40935,649108
2015,California,Autism,79165,17359,61806,430,5887,33570,3221,24944,11113,79165
2015,California,Deaf-blindness,83,12,71,0,4,35,5,29,10,83
2015,California,Developmental delay,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2015,California,Emotional disturbance,24199,2815,21384,287,3664,8954,1082,9371,841,24199
2015,California,Hearing impairment,10415,3153,7262,32,527,6207,298,2293,1058,10415
2015,California,Intellectual disability,39562,14803,24759,259,3706,23592,935,7707,3363,39562
2015,California,Multiple disabilities,5554,1426,4128,25,473,2771,210,1496,579,5554
2015,California,Orthopedic impairment,9754,2911,6843,62,623,5136,249,2862,822,9754
2015,California,Other health impairment,78326,14445,63881,638,9574,34562,2926,27493,3133,78326
2015,California,Specific learning disability,287431,106867,180564,2466,28156,184191,6625,56158,9835,287431
2015,California,Speech or language impairment,109883,34684,75199,748,5930,60032,4327,29079,9767,109883
2015,California,Traumatic brain injury,1607,423,1184,19,168,849,54,417,100,1607
2015,California,Visual impairment,3129,816,2313,23,241,1550,99,902,314,3129
2015,Colorado,All Disabilities,82327,14325,68002,946,5040,30411,3088,41337,1505,82327
2015,Colorado,Autism,5866,447,5419,41,258,1328,278,3798,163,5866
2015,Colorado,Deaf-blindness,27,3,24,0,2,11,0,13,1,27
2015,Colorado,Developmental delay,2463,517,1946,34,115,1013,90,1148,63,2463
2015,Colorado,Emotional disturbance,5624,316,5308,69,447,1393,296,3352,67,5624
2015,Colorado,Hearing impairment,1292,250,1042,11,61,517,50,581,72,1292
2015,Colorado,Intellectual disability,2552,520,2032,44,235,1064,86,1063,60,2552
2015,Colorado,Multiple disabilities,3880,646,3234,34,263,1400,149,1930,104,3880
2015,Colorado,Orthopedic impairment,3195,337,2858,23,198,860,106,1958,50,3195
2015,Colorado,Other health impairment,6952,508,6444,69,405,1599,290,4493,96,6952
2015,Colorado,Specific learning disability,38074,8386,29688,507,2578,16613,1243,16648,485,38074
2015,Colorado,Speech or language impairment,11603,2287,9316,104,432,4355,465,5934,313,11603
2015,Colorado,Traumatic brain injury,504,73,431,7,30,168,22,270,7,504
2015,Colorado,Visual impairment,295,35,260,3,16,90,13,149,24,295
2015,Connecticut,All Disabilities,66339,6166,60173,222,10968,17919,1716,34057,1457,66339
2015,Connecticut,Autism,7793,304,7489,24,991,1423,212,4780,363,7793
2015,Connecticut,Deaf-blindness,12,0,12,0,1,2,1,8,0,12
2015,Connecticut,Developmental delay,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2015,Connecticut,Emotional disturbance,5395,229,5166,23,1050,1474,199,2590,59,5395
2015,Connecticut,Hearing impairment,497,57,440,1,60,158,4,243,31,497
2015,Connecticut,Intellectual disability,2388,339,2049,7,502,716,37,1058,68,2388
2015,Connecticut,Multiple disabilities,2825,166,2659,9,527,655,71,1450,113,2825
2015,Connecticut,Orthopedic impairment,48,3,45,0,5,11,2,28,2,48
2015,Connecticut,Other health impairment,14398,956,13442,59,2236,3679,410,7817,197,14398
2015,Connecticut,Specific learning disability,24241,2864,21377,69,4292,7153,514,11902,311,24241
2015,Connecticut,Speech or language impairment,8489,1230,7259,29,1255,2586,263,4050,306,8489
2015,Connecticut,Traumatic brain injury,112,10,102,0,19,20,0,68,5,112
2015,Connecticut,Visual impairment,141,8,133,1,30,42,3,63,2,141
2015,Delaware,All Disabilities,18712,1592,17120,80,7055,2823,566,7915,273,18712
2015,Delaware,Autism,1434,58,1376,7,379,135,39,813,61,1434
2015,Delaware,Deaf-blindness,44,0,44,0,9,13,1,20,1,44
2015,Delaware,Developmental delay,1066,229,837,4,405,231,36,373,17,1066
2015,Delaware,Emotional disturbance,821,20,801,1,373,58,31,356,2,821
2015,Delaware,Hearing impairment,199,27,172,1,56,50,7,81,4,199
2015,Delaware,Intellectual disability,1488,140,1348,5,713,199,25,520,26,1488
2015,Delaware,Multiple disabilities,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2015,Delaware,Orthopedic impairment,204,9,195,0,56,36,2,100,10,204
2015,Delaware,Other health impairment,2482,86,2396,8,866,250,83,1254,21,2482
2015,Delaware,Specific learning disability,9135,867,8268,46,3793,1615,270,3335,76,9135
2015,Delaware,Speech or language impairment,1707,148,1559,8,377,215,66,992,49,1707
2015,Delaware,Traumatic brain injury,66,6,60,0,14,10,3,37,2,66
2015,Delaware,Visual impairment,66,2,64,0,14,11,3,34,4,66
2015,District Of Columbia,All Disabilities,10787,1100,9687,15,8731,1334,93,543,71,10787
2015,District Of Columbia,Autism,759,76,683,0,562,71,15,99,12,759
2015,District Of Columbia,Deaf-blindness,1,0,1,0,1,0,0,0,0,1
2015,District Of Columbia,Developmental delay,493,98,395,1,358,96,4,31,3,493
2015,District Of Columbia,Emotional disturbance,885,20,865,0,823,39,5,16,2,885
2015,District Of Columbia,Hearing impairment,31,5,26,0,22,6,0,2,1,31
2015,District Of Columbia,Intellectual disability,685,63,622,1,604,63,7,9,1,685
2015,District Of Columbia,Multiple disabilities,1237,69,1168,5,1057,80,11,78,6,1237
2015,District Of Columbia,Orthopedic impairment,12,0,12,0,11,0,0,0,1,12
2015,District Of Columbia,Other health impairment,1735,100,1635,1,1457,149,16,105,7,1735
2015,District Of Columbia,Specific learning disability,3929,469,3460,2,3138,602,24,134,29,3929
2015,District Of Columbia,Speech or language impairment,971,195,776,5,663,222,10,63,8,971
2015,District Of Columbia,Traumatic brain injury,24,2,22,0,19,2,1,1,1,24
2015,District Of Columbia,Visual impairment,25,3,22,0,16,4,0,5,0,25
2015,Federated States Of Micronesia,All Disabilities,1914,1914,0,0,0,0,0,0,1914,1914
2015,Federated States Of Micronesia,Autism,11,NA,NA,0,0,0,0,0,11,11
2015,Federated States Of Micronesia,Deaf-blindness,1,NA,NA,0,0,0,0,0,1,1
2015,Federated States Of Micronesia,Developmental delay,98,NA,NA,0,0,0,0,0,98,98
2015,Federated States Of Micronesia,Emotional disturbance,9,NA,NA,0,0,0,0,0,9,9
2015,Federated States Of Micronesia,Hearing impairment,70,NA,NA,0,0,0,0,0,70,70
2015,Federated States Of Micronesia,Intellectual disability,26,NA,NA,0,0,0,0,0,26,26
2015,Federated States Of Micronesia,Multiple disabilities,62,NA,NA,0,0,0,0,0,62,62
2015,Federated States Of Micronesia,Orthopedic impairment,28,NA,NA,0,0,0,0,0,28,28
2015,Federated States Of Micronesia,Other health impairment,69,NA,NA,0,0,0,0,0,69,69
2015,Federated States Of Micronesia,Specific learning disability,1406,NA,NA,0,0,0,0,0,1406,1406
2015,Federated States Of Micronesia,Speech or language impairment,61,NA,NA,0,0,0,0,0,61,61
2015,Federated States Of Micronesia,Traumatic brain injury,1,NA,NA,0,0,0,0,0,1,1
2015,Federated States Of Micronesia,Visual impairment,72,NA,NA,0,0,0,0,0,72,72
2015,Florida,All Disabilities,333117,28620,304497,1180,85759,98005,10636,133013,4524,333117
2015,Florida,Autism,30713,1807,28906,98,5274,9748,1097,13628,868,30713
2015,Florida,Deaf-blindness,75,4,71,1,15,22,3,32,2,75
2015,Florida,Developmental delay,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2015,Florida,Emotional disturbance,16333,504,15829,44,6522,3065,662,5991,49,16333
2015,Florida,Hearing impairment,3862,361,3501,12,853,1250,102,1530,115,3862
2015,Florida,Intellectual disability,25033,1208,23825,97,9312,6276,650,8275,423,25033
2015,Florida,Multiple disabilities,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2015,Florida,Orthopedic impairment,2620,170,2450,5,531,766,86,1168,64,2620
2015,Florida,Other health impairment,34885,2611,32274,110,7408,9861,1143,16069,294,34885
2015,Florida,Specific learning disability,138672,12880,125792,551,36803,45499,4016,50601,1202,138672
2015,Florida,Speech or language impairment,79101,8971,70130,250,18593,21067,2813,34911,1467,79101
2015,Florida,Traumatic brain injury,542,23,519,6,160,114,20,233,9,542
2015,Florida,Visual impairment,1281,81,1200,6,288,337,44,575,31,1281
2015,Georgia,All Disabilities,184113,13075,171038,341,73575,23874,5999,77168,3156,184113
2015,Georgia,Autism,16316,671,15645,37,5790,1653,572,7600,664,16316
2015,Georgia,Deaf-blindness,33,0,33,0,11,2,3,16,1,33
2015,Georgia,Developmental delay,14271,1532,12739,30,6005,2091,564,5289,292,14271
2015,Georgia,Emotional disturbance,11546,161,11385,25,5484,702,467,4809,59,11546
2015,Georgia,Hearing impairment,1656,128,1528,1,612,309,40,627,67,1656
2015,Georgia,Intellectual disability,16541,734,15807,25,8946,1735,372,5185,278,16541
2015,Georgia,Multiple disabilities,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2015,Georgia,Orthopedic impairment,737,65,672,2,195,115,17,374,34,737
2015,Georgia,Other health impairment,29963,754,29209,47,11104,2143,1065,15322,282,29963
2015,Georgia,Specific learning disability,68913,7036,61877,137,27905,12251,2011,25816,793,68913
2015,Georgia,Speech or language impairment,22959,1922,21037,37,7101,2735,848,11595,643,22959
2015,Georgia,Traumatic brain injury,408,22,386,0,158,48,13,177,12,408
2015,Georgia,Visual impairment,770,50,720,0,264,90,27,358,31,770
2015,Guam,All Disabilities,1877,69,1808,NA,0,6,18,NA,1836,1860
2015,Guam,Autism,157,7,150,NA,0,0,4,NA,151,155
2015,Guam,Deaf-blindness,1,0,1,NA,0,0,0,NA,1,1
2015,Guam,Developmental delay,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2015,Guam,Emotional disturbance,101,2,99,NA,0,1,0,NA,99,100
2015,Guam,Hearing impairment,37,8,29,NA,0,0,0,NA,37,37
2015,Guam,Intellectual disability,66,4,62,NA,0,1,1,NA,64,66
2015,Guam,Multiple disabilities,91,6,85,NA,0,0,1,NA,89,90
2015,Guam,Orthopedic impairment,18,0,18,NA,0,0,1,NA,17,18
2015,Guam,Other health impairment,196,6,190,NA,0,2,2,NA,191,195
2015,Guam,Specific learning disability,1080,29,1051,NA,0,2,7,NA,1060,1069
2015,Guam,Speech or language impairment,112,6,106,NA,0,0,2,NA,109,111
2015,Guam,Traumatic brain injury,2,0,2,NA,0,0,0,NA,2,2
2015,Guam,Visual impairment,16,1,15,NA,0,0,0,NA,16,16
2015,Hawaii,All Disabilities,16779,1563,15216,87,409,2096,1620,2194,10373,16779
2015,Hawaii,Autism,1390,107,1283,4,29,164,171,338,684,1390
2015,Hawaii,Deaf-blindness,6,2,4,0,0,0,0,0,6,6
2015,Hawaii,Developmental delay,991,133,858,1,14,202,157,95,522,991
2015,Hawaii,Emotional disturbance,972,56,916,12,25,127,101,151,556,972
2015,Hawaii,Hearing impairment,264,56,208,2,8,21,21,14,198,264
2015,Hawaii,Intellectual disability,1205,251,954,5,19,121,92,96,872,1205
2015,Hawaii,Multiple disabilities,586,93,493,1,9,44,52,58,422,586
2015,Hawaii,Orthopedic impairment,62,13,49,0,2,6,3,12,39,62
2015,Hawaii,Other health impairment,2846,126,2720,12,80,370,291,516,1577,2846
2015,Hawaii,Specific learning disability,7914,673,7241,49,206,948,661,812,5238,7914
2015,Hawaii,Speech or language impairment,442,34,408,1,15,86,60,94,186,442
2015,Hawaii,Traumatic brain injury,51,5,46,0,0,6,7,4,34,51
2015,Hawaii,Visual impairment,50,14,36,0,2,1,4,4,39,50
2015,Idaho,All Disabilities,26387,1900,24487,627,385,5115,733,19250,277,26387
2015,Idaho,Autism,2584,57,2527,54,34,304,80,2073,39,2584
2015,Idaho,Deaf-blindness,51,6,45,0,3,10,3,31,4,51
2015,Idaho,Developmental delay,1816,195,1621,55,13,424,58,1242,24,1816
2015,Idaho,Emotional disturbance,1422,28,1394,29,34,164,62,1122,11,1422
2015,Idaho,Hearing impairment,259,28,231,5,6,66,5,167,10,259
2015,Idaho,Intellectual disability,2031,242,1789,44,48,491,56,1366,26,2031
2015,Idaho,Multiple disabilities,583,20,563,11,12,82,16,452,10,583
2015,Idaho,Orthopedic impairment,83,5,78,0,2,15,1,62,3,83
2015,Idaho,Other health impairment,5235,210,5025,94,96,731,179,4098,37,5235
2015,Idaho,Specific learning disability,6621,702,5919,176,90,1764,139,4407,45,6621
2015,Idaho,Speech or language impairment,5504,392,5112,156,42,1011,131,4101,63,5504
2015,Idaho,Traumatic brain injury,108,12,96,2,4,31,2,67,2,108
2015,Idaho,Visual impairment,90,3,87,1,1,22,1,62,3,90
2015,Illinois,All Disabilities,258906,18955,239951,1369,56602,57640,8794,128713,5788,258906
2015,Illinois,Autism,21077,1378,19699,119,3431,3671,690,11988,1178,21077
2015,Illinois,Deaf-blindness,23,0,23,0,4,3,1,15,0,23
2015,Illinois,Developmental delay,18301,1981,16320,103,3517,4462,720,8965,534,18301
2015,Illinois,Emotional disturbance,19198,412,18786,70,5798,2543,915,9640,232,19198
2015,Illinois,Hearing impairment,3267,217,3050,14,506,899,104,1593,151,3267
2015,Illinois,Intellectual disability,16867,1675,15192,93,5742,3606,383,6606,437,16867
2015,Illinois,Multiple disabilities,2458,87,2371,13,397,406,78,1459,105,2458
2015,Illinois,Orthopedic impairment,1123,66,1057,3,166,224,37,637,56,1123
2015,Illinois,Other health impairment,33997,1011,32986,151,5472,4541,1346,21950,537,33997
2015,Illinois,Specific learning disability,103534,9527,94007,552,26383,29613,3109,42607,1270,103534
2015,Illinois,Speech or language impairment,37399,2504,34895,245,4825,7336,1345,22416,1232,37399
2015,Illinois,Traumatic brain injury,651,43,608,3,181,126,26,300,15,651
2015,Illinois,Visual impairment,1011,54,957,3,180,210,40,537,41,1011
2015,Indiana,All Disabilities,153319,7575,145744,422,21002,14083,7678,108767,1367,153319
2015,Indiana,Autism,14159,554,13605,30,1378,1095,651,10781,224,14159
2015,Indiana,Deaf-blindness,24,2,22,0,3,2,1,18,0,24
2015,Indiana,Developmental delay,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2015,Indiana,Emotional disturbance,12642,166,12476,46,2265,655,908,8740,28,12642
2015,Indiana,Hearing impairment,2113,155,1958,3,193,210,80,1548,79,2113
2015,Indiana,Intellectual disability,14093,1035,13058,36,3124,1405,650,8732,146,14093
2015,Indiana,Multiple disabilities,2018,144,1874,3,251,177,84,1469,34,2018
2015,Indiana,Orthopedic impairment,1399,82,1317,3,132,116,60,1042,46,1399
2015,Indiana,Other health impairment,20742,522,20220,59,2871,1242,1149,15296,125,20742
2015,Indiana,Specific learning disability,54379,3076,51303,176,7999,5728,2561,37634,281,54379
2015,Indiana,Speech or language impairment,30357,1770,28587,62,2616,3318,1475,22509,377,30357
2015,Indiana,Traumatic brain injury,443,31,412,1,67,41,22,309,3,443
2015,Indiana,Visual impairment,950,38,912,3,103,94,37,689,24,950
2015,Iowa,All Disabilities,57596,3473,54123,357,5392,6524,2419,42139,765,57596
2015,Iowa,Autism,644,NA,NA,4,61,74,27,470,8,644
2015,Iowa,Deaf-blindness,0,NA,NA,0,0,0,0,0,0,0
2015,Iowa,Developmental delay,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2015,Iowa,Emotional disturbance,5610,NA,NA,35,526,636,236,4102,75,5610
2015,Iowa,Hearing impairment,399,NA,NA,3,38,46,17,289,6,399
2015,Iowa,Intellectual disability,9921,NA,NA,62,929,1124,417,7257,132,9921
2015,Iowa,Multiple disabilities,316,NA,NA,2,30,37,14,228,5,316
2015,Iowa,Orthopedic impairment,644,NA,NA,4,61,74,27,470,8,644
2015,Iowa,Other health impairment,78,NA,NA,0,8,9,3,57,1,78
2015,Iowa,Specific learning disability,34789,NA,NA,215,3251,3935,1459,25468,461,34789
2015,Iowa,Speech or language impairment,4963,NA,NA,31,465,562,209,3630,66,4963
2015,Iowa,Traumatic brain injury,154,NA,NA,1,15,18,7,111,2,154
2015,Iowa,Visual impairment,78,NA,NA,0,8,9,3,57,1,78
2015,Kansas,All Disabilities,59375,4811,54564,754,5476,10204,3243,38790,908,59375
2015,Kansas,Autism,3608,92,3516,30,313,446,210,2505,104,3608
2015,Kansas,Deaf-blindness,15,1,14,0,0,4,0,9,2,15
2015,Kansas,Developmental delay,5902,565,5337,65,396,1039,322,3997,83,5902
2015,Kansas,Emotional disturbance,2290,38,2252,27,311,233,200,1505,14,2290
2015,Kansas,Hearing impairment,532,47,485,4,41,95,26,342,24,532
2015,Kansas,Intellectual disability,3302,195,3107,43,499,607,185,1909,59,3302
2015,Kansas,Multiple disabilities,2790,68,2722,36,249,334,163,1963,45,2790
2015,Kansas,Orthopedic impairment,219,13,206,3,9,37,7,153,10,219
2015,Kansas,Other health impairment,7546,223,7323,74,644,753,462,5540,73,7546
2015,Kansas,Specific learning disability,24406,2854,21552,386,2589,5285,1220,14642,284,24406
2015,Kansas,Speech or language impairment,8433,699,7734,76,395,1317,428,6027,190,8433
2015,Kansas,Traumatic brain injury,137,4,133,4,15,23,10,81,4,137
2015,Kansas,Visual impairment,195,12,183,6,15,31,10,117,16,195
2015,Kentucky,All Disabilities,82239,2322,79917,115,9780,3914,2583,65221,626,82239
2015,Kentucky,Autism,5578,152,5426,9,570,224,161,4546,68,5578
2015,Kentucky,Deaf-blindness,11,1,10,0,2,1,0,8,0,11
2015,Kentucky,Developmental delay,6654,233,6421,3,779,378,235,5212,47,6654
2015,Kentucky,Emotional disturbance,4422,36,4386,12,946,136,196,3125,7,4422
2015,Kentucky,Hearing impairment,611,38,573,1,58,37,15,481,19,611
2015,Kentucky,Intellectual disability,13222,338,12884,14,1562,431,271,10864,80,13222
2015,Kentucky,Multiple disabilities,1953,49,1904,2,211,91,36,1590,23,1953
2015,Kentucky,Orthopedic impairment,374,10,364,0,37,5,17,309,6,374
2015,Kentucky,Other health impairment,13808,158,13650,18,2199,453,495,10593,50,13808
2015,Kentucky,Specific learning disability,15698,636,15062,27,1779,1030,501,12274,87,15698
2015,Kentucky,Speech or language impairment,19223,651,18572,28,1570,1090,642,15666,227,19223
2015,Kentucky,Traumatic brain injury,223,5,218,1,24,11,7,176,4,223
2015,Kentucky,Visual impairment,462,15,447,0,43,27,7,377,8,462
2015,Louisiana,All Disabilities,73791,1079,72712,507,36104,2626,1252,32749,553,73791
2015,Louisiana,Autism,4624,67,4557,22,1806,214,86,2397,99,4624
2015,Louisiana,Deaf-blindness,2,NA,2,NA,NA,NA,NA,2,NA,2
2015,Louisiana,Developmental delay,7222,117,7105,41,3735,243,183,2977,43,7222
2015,Louisiana,Emotional disturbance,1763,5,1758,4,1033,33,28,662,3,1763
2015,Louisiana,Hearing impairment,1141,27,1114,12,489,72,17,529,22,1141
2015,Louisiana,Intellectual disability,7236,80,7156,39,4591,196,64,2299,47,7236
2015,Louisiana,Multiple disabilities,985,5,980,10,410,31,13,509,12,985
2015,Louisiana,Orthopedic impairment,981,10,971,8,386,32,9,532,14,981
2015,Louisiana,Other health impairment,10411,99,10312,54,4436,306,167,5415,33,10411
2015,Louisiana,Specific learning disability,24362,385,23977,232,13437,862,350,9398,83,24362
2015,Louisiana,Speech or language impairment,14364,271,14093,82,5456,611,329,7698,188,14364
2015,Louisiana,Traumatic brain injury,220,2,218,1,121,7,2,88,1,220
2015,Louisiana,Visual impairment,480,11,469,2,204,19,4,243,8,480
2015,Maine,All Disabilities,29019,663,28356,367,851,650,614,26272,265,29019
2015,Maine,Autism,2721,21,2700,32,63,48,62,2490,26,2721
2015,Maine,Deaf-blindness,0,0,0,0,0,0,0,0,0,0
2015,Maine,Developmental delay,31,2,29,0,1,0,1,28,1,31
2015,Maine,Emotional disturbance,2234,49,2185,52,82,47,54,1983,16,2234
2015,Maine,Hearing impairment,127,6,121,3,6,3,1,112,2,127
2015,Maine,Intellectual disability,763,33,730,9,31,18,13,689,3,763
2015,Maine,Multiple disabilities,2991,56,2935,38,89,64,65,2700,35,2991
2015,Maine,Orthopedic impairment,40,2,38,0,4,1,0,35,0,40
2015,Maine,Other health impairment,6267,117,6150,60,191,135,126,5713,42,6267
2015,Maine,Specific learning disability,9416,252,9164,119,278,228,177,8536,78,9416
2015,Maine,Speech or language impairment,4350,122,4228,53,101,106,114,3916,60,4350
2015,Maine,Traumatic brain injury,40,1,39,0,4,0,0,34,2,40
2015,Maine,Visual impairment,39,2,37,1,1,0,1,36,0,39
2015,Maryland,All Disabilities,91967,5874,86093,304,38831,12434,3383,34420,2595,91967
2015,Maryland,Autism,9898,372,9526,34,3685,1016,393,4148,622,9898
2015,Maryland,Deaf-blindness,13,1,12,0,3,2,1,7,0,13
2015,Maryland,Developmental delay,2763,557,2206,10,1057,675,112,750,159,2763
2015,Maryland,Emotional disturbance,6203,82,6121,21,3396,365,245,2119,57,6203
2015,Maryland,Hearing impairment,826,50,776,1,227,134,23,376,65,826
2015,Maryland,Intellectual disability,5533,258,5275,8,3149,632,132,1448,164,5533
2015,Maryland,Multiple disabilities,4982,151,4831,15,1586,491,218,2509,163,4982
2015,Maryland,Orthopedic impairment,211,17,194,1,82,33,5,81,9,211
2015,Maryland,Other health impairment,17688,615,17073,62,8189,1693,710,6744,290,17688
