year,state,disability,total_6to21,el_yes,el_no,aian,black,hisp,tworace,white,api,total_ethnicity
2014,Arkansas,Orthopedic impairment,181,14,167,3,27,18,4,126,3,181
2014,Arkansas,Other health impairment,10490,269,10221,80,2501,532,204,7126,47,10490
2014,Arkansas,Specific learning disability,18106,1502,16604,156,4421,1992,309,11066,162,18106
2014,Arkansas,Speech or language impairment,12537,1158,11379,87,2722,1549,300,7666,213,12537
2014,Arkansas,Traumatic brain injury,148,16,132,2,37,16,2,89,2,148
2014,Arkansas,Visual impairment,211,21,190,1,54,19,4,119,14,211
2014,Bureau Of Indian Education,All Disabilities,5974,4353,1621,5974,NA,NA,NA,NA,NA,5974
2014,Bureau Of Indian Education,Autism,178,136,42,178,NA,NA,NA,NA,NA,178
2014,Bureau Of Indian Education,Deaf-blindness,1,1,NA,1,NA,NA,NA,NA,NA,1
2014,Bureau Of Indian Education,Developmental delay,356,301,55,356,NA,NA,NA,NA,NA,356
2014,Bureau Of Indian Education,Emotional disturbance,302,185,117,302,NA,NA,NA,NA,NA,302
2014,Bureau Of Indian Education,Hearing impairment,39,33,6,39,NA,NA,NA,NA,NA,39
2014,Bureau Of Indian Education,Intellectual disability,339,237,102,339,NA,NA,NA,NA,NA,339
2014,Bureau Of Indian Education,Multiple disabilities,132,99,33,132,NA,NA,NA,NA,NA,132
2014,Bureau Of Indian Education,Orthopedic impairment,25,20,5,25,NA,NA,NA,NA,NA,25
2014,Bureau Of Indian Education,Other health impairment,515,382,133,515,NA,NA,NA,NA,NA,515
2014,Bureau Of Indian Education,Specific learning disability,3124,2142,982,3124,NA,NA,NA,NA,NA,3124
2014,Bureau Of Indian Education,Speech or language impairment,914,777,137,914,NA,NA,NA,NA,NA,914
2014,Bureau Of Indian Education,Traumatic brain injury,34,26,8,34,NA,NA,NA,NA,NA,34
2014,Bureau Of Indian Education,Visual impairment,15,14,1,15,NA,NA,NA,NA,NA,15
2014,California,All Disabilities,634564,196515,438049,4854,59467,349351,17739,163292,39861,634564
2014,California,Autism,74127,15896,58231,402,5566,30434,2752,24525,10448,74127
2014,California,Deaf-blindness,90,15,75,0,5,40,4,32,9,90
2014,California,Developmental delay,0,NA,NA,NA,NA,NA,NA,NA,NA,0
2014,California,Emotional disturbance,24106,2704,21402,299,3938,8462,967,9641,799,24106
2014,California,Hearing impairment,10474,3116,7358,40,584,6119,276,2370,1085,10474
2014,California,Intellectual disability,39104,14326,24778,251,3764,23052,851,7848,3338,39104
2014,California,Multiple disabilities,5310,1347,3963,26,479,2619,168,1463,555,5310
2014,California,Orthopedic impairment,10233,3061,7172,62,675,5350,227,3027,892,10233
2014,California,Other health impairment,72157,13233,58924,575,9051,31001,2430,26288,2812,72157
2014,California,Specific learning disability,283297,105987,177310,2422,28760,179606,5913,56783,9813,283297
2014,California,Speech or language impairment,110765,35556,75209,740,6234,60211,4003,29896,9681,110765
2014,California,Traumatic brain injury,1635,432,1203,18,162,858,50,448,99,1635
2014,California,Visual impairment,3266,842,2424,19,249,1599,98,971,330,3266
2014,Colorado,All Disabilities,80229,13720,66509,963,5079,29237,2806,40705,1439,80229
2014,Colorado,Autism,5301,360,4941,42,217,1137,231,3520,154,5301
2014,Colorado,Deaf-blindness,24,3,21,0,2,9,0,12,1,24
2014,Colorado,Developmental delay,1236,227,1009,22,65,455,47,624,23,1236
2014,Colorado,Emotional disturbance,5802,298,5504,92,493,1454,295,3406,62,5802
2014,Colorado,Hearing impairment,1274,270,1004,16,58,527,44,563,66,1274
2014,Colorado,Intellectual disability,2623,506,2117,39,245,1082,86,1112,59,2623
2014,Colorado,Multiple disabilities,3751,619,3132,39,274,1345,119,1870,104,3751
2014,Colorado,Orthopedic impairment,6634,613,6021,47,404,1699,235,4149,100,6634
2014,Colorado,Other health impairment,3621,230,3391,51,205,767,150,2399,49,3621
2014,Colorado,Specific learning disability,36869,8046,28823,488,2577,15891,1109,16339,465,36869
2014,Colorado,Speech or language impairment,12267,2430,9837,114,490,4618,448,6278,319,12267
2014,Colorado,Traumatic brain injury,512,73,439,9,30,168,23,271,11,512
2014,Colorado,Visual impairment,315,45,270,4,19,85,19,162,26,315
2014,Connecticut,All Disabilities,64862,5865,58997,225,10686,16739,1508,34324,1380,64862
2014,Connecticut,Autism,7396,261,7135,26,917,1267,171,4677,338,7396
2014,Connecticut,Deaf-blindness,12,0,12,0,0,1,1,10,0,12
2014,Connecticut,Developmental delay,0,NA,NA,NA,NA,NA,NA,NA,NA,0
2014,Connecticut,Emotional disturbance,5391,235,5156,22,1043,1425,179,2668,54,5391
2014,Connecticut,Hearing impairment,527,56,471,1,67,165,3,256,35,527
2014,Connecticut,Intellectual disability,2359,310,2049,8,497,685,38,1075,56,2359
2014,Connecticut,Multiple disabilities,2791,146,2645,7,505,622,61,1487,109,2791
2014,Connecticut,Orthopedic impairment,60,4,56,0,6,12,2,37,3,60
2014,Connecticut,Other health impairment,13808,908,12900,60,2097,3341,345,7768,197,13808
2014,Connecticut,Specific learning disability,23381,2722,20659,74,4133,6603,465,11822,284,23381
2014,Connecticut,Speech or language impairment,8880,1203,7677,26,1370,2557,241,4389,297,8880
2014,Connecticut,Traumatic brain injury,111,11,100,0,21,23,0,63,4,111
2014,Connecticut,Visual impairment,146,9,137,1,30,38,2,72,3,146
2014,Delaware,All Disabilities,17839,1355,16484,83,6821,2556,457,7664,258,17839
2014,Delaware,Autism,1243,39,1204,7,332,115,25,706,58,1243
2014,Delaware,Deaf-blindness,50,0,50,0,15,15,0,19,1,50
2014,Delaware,Developmental delay,980,201,779,4,342,219,23,376,16,980
2014,Delaware,Emotional disturbance,745,15,730,0,349,52,23,317,4,745
2014,Delaware,Hearing impairment,195,23,172,3,52,52,5,80,3,195
2014,Delaware,Intellectual disability,1487,128,1359,4,681,192,23,558,29,1487
2014,Delaware,Multiple disabilities,0,NA,NA,NA,NA,NA,NA,NA,NA,0
2014,Delaware,Orthopedic impairment,204,11,193,0,56,33,2,105,8,204
2014,Delaware,Other health impairment,2321,54,2267,9,824,204,62,1204,18,2321
2014,Delaware,Specific learning disability,8831,740,8091,48,3752,1442,239,3276,74,8831
2014,Delaware,Speech or language impairment,1667,137,1530,8,388,211,50,965,45,1667
2014,Delaware,Traumatic brain injury,67,5,62,0,18,10,4,33,2,67
2014,Delaware,Visual impairment,49,2,47,0,12,11,1,25,0,49
2014,District Of Columbia,All Disabilities,10743,988,9755,13,8821,1254,74,497,84,10743
2014,District Of Columbia,Autism,685,52,633,0,516,58,10,85,16,685
2014,District Of Columbia,Deaf-blindness,1,0,1,0,1,0,0,0,0,1
2014,District Of Columbia,Developmental delay,538,108,430,1,390,108,5,31,3,538
2014,District Of Columbia,Emotional disturbance,1002,20,982,0,936,39,6,19,2,1002
2014,District Of Columbia,Hearing impairment,31,5,26,0,19,7,0,3,2,31
2014,District Of Columbia,Intellectual disability,733,60,673,0,651,66,4,5,7,733
2014,District Of Columbia,Multiple disabilities,1276,56,1220,3,1089,84,11,80,9,1276
2014,District Of Columbia,Orthopedic impairment,12,0,12,0,12,0,0,0,0,12
2014,District Of Columbia,Other health impairment,1542,86,1456,0,1306,124,11,92,9,1542
2014,District Of Columbia,Specific learning disability,3944,430,3514,7,3194,572,19,125,27,3944
2014,District Of Columbia,Speech or language impairment,934,167,767,2,672,191,8,53,8,934
2014,District Of Columbia,Traumatic brain injury,26,2,24,0,22,2,0,1,1,26
2014,District Of Columbia,Visual impairment,19,2,17,0,13,3,0,3,0,19
2014,Federated States Of Micronesia,All Disabilities,1928,NA,NA,0,0,0,0,0,1928,1928
2014,Federated States Of Micronesia,Autism,9,NA,NA,0,0,0,0,0,9,9
2014,Federated States Of Micronesia,Deaf-blindness,1,NA,NA,0,0,0,0,0,1,1
2014,Federated States Of Micronesia,Developmental delay,103,NA,NA,0,0,0,0,0,103,103
2014,Federated States Of Micronesia,Emotional disturbance,10,NA,NA,0,0,0,0,0,10,10
2014,Federated States Of Micronesia,Hearing impairment,70,NA,NA,0,0,0,0,0,70,70
2014,Federated States Of Micronesia,Intellectual disability,23,NA,NA,0,0,0,0,0,23,23
2014,Federated States Of Micronesia,Multiple disabilities,65,NA,NA,0,0,0,0,0,65,65
2014,Federated States Of Micronesia,Orthopedic impairment,30,NA,NA,0,0,0,0,0,30,30
2014,Federated States Of Micronesia,Other health impairment,66,NA,NA,0,0,0,0,0,66,66
2014,Federated States Of Micronesia,Specific learning disability,1410,NA,NA,0,0,0,0,0,1410,1410
2014,Federated States Of Micronesia,Speech or language impairment,63,NA,NA,0,0,0,0,0,63,63
2014,Federated States Of Micronesia,Traumatic brain injury,1,NA,NA,0,0,0,0,0,1,1
2014,Federated States Of Micronesia,Visual impairment,77,NA,NA,0,0,0,0,0,77,77
2014,Florida,All Disabilities,324767,25119,299648,1141,84192,93231,9897,131914,4392,324767
2014,Florida,Autism,27664,1453,26211,72,4606,8532,952,12739,763,27664
2014,Florida,Deaf-blindness,64,5,59,0,12,18,1,30,3,64
2014,Florida,Developmental delay,0,NA,NA,NA,NA,NA,NA,NA,NA,0
2014,Florida,Emotional disturbance,17260,420,16840,39,6869,3252,636,6408,56,17260
2014,Florida,Hearing impairment,3771,299,3472,13,869,1155,102,1526,106,3771
2014,Florida,Intellectual disability,25273,1014,24259,92,9542,6125,628,8462,424,25273
2014,Florida,Multiple disabilities,0,NA,NA,NA,NA,NA,NA,NA,NA,0
2014,Florida,Orthopedic impairment,2750,166,2584,7,555,777,77,1266,68,2750
2014,Florida,Other health impairment,32071,2094,29977,113,6781,8819,1014,15084,260,32071
2014,Florida,Specific learning disability,135728,10792,124936,528,35908,43921,3752,50435,1184,135728
2014,Florida,Speech or language impairment,78397,8775,69622,264,18611,20204,2677,35151,1490,78397
2014,Florida,Traumatic brain injury,557,19,538,6,166,108,18,253,6,557
2014,Florida,Visual impairment,1232,82,1150,7,273,320,40,560,32,1232
2014,Georgia,All Disabilities,178323,11866,166457,355,71129,21966,5616,76315,2942,178323
2014,Georgia,Autism,14931,550,14381,29,5216,1412,507,7189,578,14931
2014,Georgia,Deaf-blindness,24,0,24,0,6,2,1,13,2,24
2014,Georgia,Developmental delay,13558,1436,12122,21,5711,1978,506,5089,253,13558
2014,Georgia,Emotional disturbance,12122,162,11960,34,5707,692,498,5129,62,12122
2014,Georgia,Hearing impairment,1660,112,1548,2,609,306,42,638,63,1660
2014,Georgia,Intellectual disability,16592,637,15955,27,9063,1639,340,5255,268,16592
2014,Georgia,Multiple disabilities,0,NA,NA,NA,NA,NA,NA,NA,NA,0
2014,Georgia,Orthopedic impairment,774,71,703,3,216,115,12,397,31,774
2014,Georgia,Other health impairment,29106,658,28448,59,10573,1933,1020,15259,262,29106
2014,Georgia,Specific learning disability,65250,6161,59089,139,26424,10967,1838,25133,749,65250
2014,Georgia,Speech or language impairment,23162,2014,21148,40,7191,2798,813,11688,632,23162
2014,Georgia,Traumatic brain injury,402,17,385,1,150,45,14,183,9,402
2014,Georgia,Visual impairment,742,48,694,0,263,79,25,342,33,742
2014,Guam,All Disabilities,1855,94,1761,NA,NA,7,22,14,1806,1849
2014,Guam,Autism,154,9,145,NA,NA,0,6,2,146,154
2014,Guam,Deaf-blindness,1,0,1,NA,NA,0,0,0,1,1
2014,Guam,Developmental delay,0,NA,NA,NA,NA,NA,NA,NA,NA,0
2014,Guam,Emotional disturbance,107,3,104,NA,NA,1,0,1,104,106
2014,Guam,Hearing impairment,40,8,32,NA,NA,0,1,0,39,40
2014,Guam,Intellectual disability,72,5,67,NA,NA,0,4,0,68,72
2014,Guam,Multiple disabilities,91,8,83,NA,NA,1,1,1,88,91
2014,Guam,Orthopedic impairment,13,0,13,NA,NA,0,1,0,12,13
2014,Guam,Other health impairment,192,13,179,NA,NA,2,1,2,187,192
2014,Guam,Specific learning disability,1037,35,1002,NA,NA,3,6,6,1017,1032
2014,Guam,Speech or language impairment,129,9,120,NA,NA,0,1,2,126,129
2014,Guam,Traumatic brain injury,3,0,3,NA,NA,0,1,0,2,3
2014,Guam,Visual impairment,16,4,12,NA,NA,0,0,0,16,16
2014,Hawaii,All Disabilities,16717,1639,15078,90,406,1791,1404,2263,10763,16717
2014,Hawaii,Autism,1321,95,1226,7,28,145,152,329,660,1321
2014,Hawaii,Deaf-blindness,7,2,5,0,0,0,0,0,7,7
2014,Hawaii,Developmental delay,1021,135,886,2,15,186,153,102,563,1021
2014,Hawaii,Emotional disturbance,957,56,901,10,22,113,90,140,582,957
2014,Hawaii,Hearing impairment,255,55,200,2,8,16,20,15,194,255
2014,Hawaii,Intellectual disability,1151,252,899,5,18,106,77,104,841,1151
2014,Hawaii,Multiple disabilities,556,89,467,1,6,37,51,57,404,556
2014,Hawaii,Orthopedic impairment,66,14,52,0,2,5,2,14,43,66
2014,Hawaii,Other health impairment,2778,135,2643,13,71,309,226,552,1607,2778
2014,Hawaii,Specific learning disability,8018,748,7270,47,216,791,581,828,5555,8018
2014,Hawaii,Speech or language impairment,481,37,444,3,18,76,41,114,229,481
2014,Hawaii,Traumatic brain injury,56,6,50,0,1,4,8,4,39,56
2014,Hawaii,Visual impairment,50,15,35,0,1,3,3,4,39,50
2014,Idaho,All Disabilities,25210,1743,23467,561,379,1843,3408,18751,268,25210
2014,Idaho,Autism,2411,57,2354,41,25,91,229,1982,43,2411
2014,Idaho,Deaf-blindness,2,0,2,0,0,0,0,2,0,2
2014,Idaho,Developmental delay,1757,210,1547,46,25,167,298,1209,12,1757
2014,Idaho,Emotional disturbance,1385,30,1355,33,41,49,155,1099,8,1385
2014,Idaho,Hearing impairment,293,27,266,1,6,39,46,188,13,293
2014,Idaho,Intellectual disability,1945,209,1736,38,47,167,317,1349,27,1945
2014,Idaho,Multiple disabilities,553,18,535,11,12,27,62,433,8,553
2014,Idaho,Orthopedic impairment,126,10,116,0,1,13,10,100,2,126
2014,Idaho,Other health impairment,4740,194,4546,74,84,206,558,3787,31,4740
2014,Idaho,Specific learning disability,6583,645,5938,172,90,699,1056,4516,50,6583
2014,Idaho,Speech or language impairment,5214,330,4884,142,42,364,650,3949,67,5214
2014,Idaho,Traumatic brain injury,106,7,99,2,4,7,16,75,2,106
2014,Idaho,Visual impairment,95,6,89,1,2,14,11,62,5,95
2014,Illinois,All Disabilities,257317,17364,239953,1415,56553,55923,8313,129456,5657,257317
2014,Illinois,Autism,19867,1174,18693,100,3237,3322,619,11527,1062,19867
2014,Illinois,Deaf-blindness,28,1,27,0,5,4,0,17,2,28
2014,Illinois,Developmental delay,17103,1757,15346,100,3285,4118,665,8427,508,17103
2014,Illinois,Emotional disturbance,19529,355,19174,72,6012,2477,843,9898,227,19529
2014,Illinois,Hearing impairment,3296,215,3081,12,515,885,111,1631,142,3296
2014,Illinois,Intellectual disability,17409,1562,15847,84,6030,3585,389,6854,467,17409
2014,Illinois,Multiple disabilities,2390,91,2299,14,379,408,62,1437,90,2390
2014,Illinois,Orthopedic impairment,1198,67,1131,4,204,225,31,676,58,1198
2014,Illinois,Other health impairment,32234,810,31424,151,5047,4143,1210,21198,485,32234
2014,Illinois,Specific learning disability,103378,8760,94618,592,26350,28828,2954,43415,1239,103378
2014,Illinois,Speech or language impairment,39193,2488,36705,277,5132,7598,1372,23501,1313,39193
2014,Illinois,Traumatic brain injury,670,31,639,3,184,124,21,318,20,670
2014,Illinois,Visual impairment,1022,53,969,6,173,206,36,557,44,1022
2014,Indiana,All Disabilities,152534,7456,145078,450,20911,13070,7496,109349,1258,152534
2014,Indiana,Autism,13710,470,13240,28,1274,968,635,10604,201,13710
2014,Indiana,Deaf-blindness,26,0,26,0,4,1,0,20,1,26
2014,Indiana,Developmental delay,0,NA,NA,NA,NA,NA,NA,NA,NA,0
2014,Indiana,Emotional disturbance,12671,180,12491,52,2347,594,873,8778,27,12671
2014,Indiana,Hearing impairment,2140,127,2013,4,199,196,83,1583,75,2140
2014,Indiana,Intellectual disability,14492,963,13529,40,3264,1333,659,9061,135,14492
2014,Indiana,Multiple disabilities,2003,116,1887,3,259,167,85,1463,26,2003
2014,Indiana,Orthopedic impairment,1392,79,1313,3,134,109,55,1050,41,1392
2014,Indiana,Other health impairment,19365,492,18873,56,2556,1092,1044,14511,106,19365
2014,Indiana,Specific learning disability,54437,3197,51240,188,7935,5369,2502,38180,263,54437
2014,Indiana,Speech or language impairment,30882,1765,29117,71,2760,3105,1503,23082,361,30882
2014,Indiana,Traumatic brain injury,449,30,419,2,71,45,21,308,2,449
2014,Indiana,Visual impairment,967,37,930,3,108,91,36,709,20,967
2014,Iowa,All Disabilities,57544,NA,NA,347,5229,6258,2264,42710,736,57544
2014,Iowa,Autism,648,NA,NA,4,59,71,26,480,8,648
2014,Iowa,Deaf-blindness,0,NA,NA,0,0,0,0,0,0,0
2014,Iowa,Developmental delay,0,NA,NA,NA,NA,NA,NA,NA,NA,0
2014,Iowa,Emotional disturbance,5604,NA,NA,34,510,610,221,4158,71,5604
2014,Iowa,Hearing impairment,405,NA,NA,2,37,44,16,300,6,405
2014,Iowa,Intellectual disability,9912,NA,NA,60,901,1078,390,7356,127,9912
2014,Iowa,Multiple disabilities,313,NA,NA,2,29,35,13,229,5,313
2014,Iowa,Orthopedic impairment,648,NA,NA,4,59,71,26,480,8,648
2014,Iowa,Other health impairment,78,NA,NA,0,7,9,3,58,1,78
2014,Iowa,Specific learning disability,34745,NA,NA,210,3154,3774,1365,25798,444,34745
2014,Iowa,Speech or language impairment,4959,NA,NA,30,451,539,195,3681,63,4959
2014,Iowa,Traumatic brain injury,154,NA,NA,1,15,18,6,112,2,154
2014,Iowa,Visual impairment,78,NA,NA,0,7,9,3,58,1,78
2014,Kansas,All Disabilities,58275,NA,58275,758,5525,9723,3050,38351,868,58275
2014,Kansas,Autism,3422,NA,3422,26,305,403,183,2406,99,3422
2014,Kansas,Deaf-blindness,15,NA,15,0,1,2,0,11,1,15
2014,Kansas,Developmental delay,5241,NA,5241,62,354,924,287,3534,80,5241
2014,Kansas,Emotional disturbance,2330,NA,2330,36,319,221,172,1568,14,2330
2014,Kansas,Hearing impairment,537,NA,537,3,41,98,26,346,23,537
2014,Kansas,Intellectual disability,3369,NA,3369,47,523,598,189,1954,58,3369
2014,Kansas,Multiple disabilities,2704,NA,2704,39,242,312,133,1935,43,2704
2014,Kansas,Orthopedic impairment,223,NA,223,2,9,34,7,160,11,223
2014,Kansas,Other health impairment,7368,NA,7368,81,640,717,440,5420,70,7368
2014,Kansas,Specific learning disability,24271,NA,24271,373,2634,5131,1188,14667,278,24271
2014,Kansas,Speech or language impairment,8447,NA,8447,80,420,1226,407,6142,172,8447
2014,Kansas,Traumatic brain injury,140,NA,140,2,18,24,10,81,5,140
2014,Kansas,Visual impairment,208,NA,208,7,19,33,8,127,14,208
2014,Kentucky,All Disabilities,80826,2056,78770,111,9704,3497,2390,64541,583,80826
2014,Kentucky,Autism,5142,121,5021,8,512,194,141,4224,63,5142
2014,Kentucky,Deaf-blindness,11,1,10,0,1,2,0,8,0,11
2014,Kentucky,Developmental delay,6468,230,6238,4,786,378,237,5024,39,6468
2014,Kentucky,Emotional disturbance,4446,34,4412,9,953,121,183,3172,8,4446
2014,Kentucky,Hearing impairment,612,33,579,1,53,32,16,492,18,612
2014,Kentucky,Intellectual disability,13252,296,12956,14,1582,377,250,10957,72,13252
2014,Kentucky,Multiple disabilities,1993,42,1951,1,219,72,40,1644,17,1993
2014,Kentucky,Orthopedic impairment,379,6,373,0,36,4,17,315,7,379
2014,Kentucky,Other health impairment,13380,134,13246,13,2136,379,442,10355,55,13380
2014,Kentucky,Specific learning disability,15078,558,14520,28,1763,924,433,11861,69,15078
2014,Kentucky,Speech or language impairment,19385,584,18801,31,1601,979,619,15929,226,19385
2014,Kentucky,Traumatic brain injury,215,7,208,1,20,11,7,172,4,215
2014,Kentucky,Visual impairment,465,10,455,1,42,24,5,388,5,465
2014,Louisiana,All Disabilities,69536,970,68566,506,34915,2262,990,30404,459,69536
2014,Louisiana,Autism,4197,55,4142,23,1665,153,61,2215,80,4197
2014,Louisiana,Deaf-blindness,4,0,4,0,1,0,0,3,0,4
2014,Louisiana,Developmental delay,6732,95,6637,39,3492,203,166,2795,37,6732
2014,Louisiana,Emotional disturbance,1718,5,1713,6,1004,35,20,649,4,1718
2014,Louisiana,Hearing impairment,1095,28,1067,13,473,71,12,511,15,1095
2014,Louisiana,Intellectual disability,7006,81,6925,44,4484,172,50,2213,43,7006
2014,Louisiana,Multiple disabilities,943,3,940,10,398,28,15,481,11,943
2014,Louisiana,Orthopedic impairment,992,9,983,8,398,31,11,532,12,992
2014,Louisiana,Other health impairment,9769,97,9672,54,4190,275,128,5093,29,9769
2014,Louisiana,Specific learning disability,23613,330,23283,226,13205,742,250,9108,82,23613
2014,Louisiana,Speech or language impairment,12778,256,12522,81,5272,528,273,6485,139,12778
2014,Louisiana,Traumatic brain injury,221,0,221,1,130,6,0,84,0,221
2014,Louisiana,Visual impairment,468,11,457,1,203,18,4,235,7,468
2014,Maine,All Disabilities,28475,684,27791,348,860,631,567,25789,280,28475
2014,Maine,Autism,2629,28,2601,29,60,48,57,2405,30,2629
2014,Maine,Deaf-blindness,1,0,1,0,0,1,0,0,0,1
2014,Maine,Developmental delay,35,0,35,0,0,2,0,33,0,35
2014,Maine,Emotional disturbance,2203,43,2160,37,79,56,47,1972,12,2203
2014,Maine,Hearing impairment,137,6,131,2,8,2,1,121,3,137
2014,Maine,Intellectual disability,690,25,665,9,27,18,11,624,1,690
2014,Maine,Multiple disabilities,2845,68,2777,39,92,64,53,2563,34,2845
2014,Maine,Orthopedic impairment,41,4,37,1,5,2,0,32,1,41
2014,Maine,Other health impairment,6120,119,6001,55,192,139,120,5563,51,6120
2014,Maine,Specific learning disability,9157,253,8904,118,283,188,160,8333,75,9157
2014,Maine,Speech or language impairment,4527,135,4392,57,109,111,116,4063,71,4527
2014,Maine,Traumatic brain injury,45,1,44,0,4,0,0,40,1,45
2014,Maine,Visual impairment,45,2,43,1,1,0,2,40,1,45
2014,Maryland,All Disabilities,91031,5204,85827,313,38982,11553,3024,34627,2532,91031
2014,Maryland,Autism,9586,324,9262,31,3486,942,354,4177,596,9586
2014,Maryland,Deaf-blindness,15,1,14,0,3,3,1,8,0,15
2014,Maryland,Developmental delay,2508,494,2014,7,938,623,84,709,147,2508
2014,Maryland,Emotional disturbance,6445,55,6390,24,3669,340,224,2120,68,6445
2014,Maryland,Hearing impairment,857,45,812,1,233,140,23,397,63,857
