year,state,disability,total_6to21,el_yes,el_no,aian,black,hisp,tworace,white,api,total_ethnicity
2013,CALIFORNIA,Speech or language impairment,111153,35630,75523,796,6436,59679,3726,30794,9722,111153
2013,CALIFORNIA,Traumatic brain injury,1590,423,1167,17,154,820,47,442,110,1590
2013,CALIFORNIA,Visual impairment,3359,825,2534,22,263,1611,101,1039,323,3359
2013,COLORADO,All Disabilities,78328,11583,66745,928,5196,27986,2553,40246,1419,78328
2013,COLORADO,Autism,4837,275,4562,37,212,1007,181,3255,145,4837
2013,COLORADO,Deaf-blindness,20,3,17,0,3,5,0,11,1,20
2013,COLORADO,Developmental delay (valid only for children ages 3-9 when defined by state),361,46,315,10,22,132,9,180,8,361
2013,COLORADO,Emotional disturbance,6139,271,5868,92,584,1531,284,3580,68,6139
2013,COLORADO,Hearing impairment,1279,250,1029,8,58,525,43,573,72,1279
2013,COLORADO,Intellectual disability,2818,456,2362,44,290,1103,85,1235,61,2818
2013,COLORADO,Multiple disabilities,3524,492,3032,37,245,1234,107,1802,99,3524
2013,COLORADO,Orthopedic impairment,9228,667,8561,72,537,2277,309,5905,128,9228
2013,COLORADO,Other health impairment,1028,57,971,24,53,216,43,677,15,1028
2013,COLORADO,Specific learning disability,35488,6719,28769,467,2588,14955,1025,15983,470,35488
2013,COLORADO,Speech or language impairment,12765,2236,10529,129,547,4735,430,6601,323,12765
2013,COLORADO,Traumatic brain injury,523,70,453,7,36,173,23,278,6,523
2013,COLORADO,Visual impairment,318,41,277,1,21,93,14,166,23,318
2013,CONNECTICUT,All Disabilities,62751,5176,57575,240,10237,15464,1331,34135,1344,62751
2013,CONNECTICUT,Autism,6933,194,6739,22,843,1094,137,4530,307,6933
2013,CONNECTICUT,Deaf-blindness,12,0,12,0,0,1,1,10,0,12
2013,CONNECTICUT,Developmental delay (valid only for children ages 3-9 when defined by state),NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2013,CONNECTICUT,Emotional disturbance,5221,213,5008,22,1047,1312,157,2633,50,5221
2013,CONNECTICUT,Hearing impairment,522,54,468,0,71,157,4,255,35,522
2013,CONNECTICUT,Intellectual disability,2311,297,2014,10,479,640,35,1091,56,2311
2013,CONNECTICUT,Multiple disabilities,2770,132,2638,15,498,609,56,1485,107,2770
2013,CONNECTICUT,Orthopedic impairment,59,0,59,0,4,11,1,40,3,59
2013,CONNECTICUT,Other health impairment,13254,813,12441,63,1959,3071,311,7668,182,13254
2013,CONNECTICUT,Specific learning disability,22243,2337,19906,79,3839,6019,413,11625,268,22243
2013,CONNECTICUT,Speech or language impairment,9159,1113,8046,27,1445,2489,213,4657,328,9159
2013,CONNECTICUT,Traumatic brain injury,110,10,100,0,21,23,0,61,5,110
2013,CONNECTICUT,Visual impairment,157,13,144,2,31,38,3,80,3,157
2013,DELAWARE,All Disabilities,16902,1164,15738,89,6651,2299,295,7338,230,16902
2013,DELAWARE,Autism,1092,32,1060,9,280,92,20,643,48,1092
2013,DELAWARE,Deaf-blindness,52,1,51,1,15,17,1,17,1,52
2013,DELAWARE,Developmental delay (valid only for children ages 3-9 when defined by state),870,165,705,2,290,185,19,363,11,870
2013,DELAWARE,Emotional disturbance,684,18,666,2,321,50,15,294,2,684
2013,DELAWARE,Hearing impairment,195,19,176,2,57,37,3,90,6,195
2013,DELAWARE,Intellectual disability,1484,91,1393,8,692,183,17,556,28,1484
2013,DELAWARE,Multiple disabilities,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2013,DELAWARE,Orthopedic impairment,217,12,205,0,68,32,1,111,5,217
2013,DELAWARE,Other health impairment,2125,52,2073,12,728,177,46,1147,15,2125
2013,DELAWARE,Specific learning disability,8561,657,7904,44,3827,1315,144,3161,70,8561
2013,DELAWARE,Speech or language impairment,1498,111,1387,9,333,192,29,894,41,1498
2013,DELAWARE,Traumatic brain injury,71,4,67,0,26,9,0,34,2,71
2013,DELAWARE,Visual impairment,53,2,51,0,14,10,0,28,1,53
2013,DISTRICT OF COLUMBIA,All Disabilities,10333,626,9707,9,8582,1153,72,448,69,10333
2013,DISTRICT OF COLUMBIA,Autism,634,36,598,1,473,51,13,83,13,634
2013,DISTRICT OF COLUMBIA,Deaf-blindness,NA,0,0,0,0,0,0,0,0,0
2013,DISTRICT OF COLUMBIA,Developmental delay (valid only for children ages 3-9 when defined by state),450,64,386,1,335,90,4,18,2,450
2013,DISTRICT OF COLUMBIA,Emotional disturbance,991,14,977,0,932,35,5,18,1,991
2013,DISTRICT OF COLUMBIA,Hearing impairment,39,5,34,0,27,7,0,3,2,39
2013,DISTRICT OF COLUMBIA,Intellectual disability,716,44,672,0,647,58,4,3,4,716
2013,DISTRICT OF COLUMBIA,Multiple disabilities,1190,44,1146,1,1035,73,9,69,3,1190
2013,DISTRICT OF COLUMBIA,Orthopedic impairment,14,1,13,0,14,0,0,0,0,14
2013,DISTRICT OF COLUMBIA,Other health impairment,1376,56,1320,0,1165,112,9,80,10,1376
2013,DISTRICT OF COLUMBIA,Specific learning disability,4025,258,3767,4,3292,565,20,119,25,4025
2013,DISTRICT OF COLUMBIA,Speech or language impairment,861,101,760,2,634,157,7,53,8,861
2013,DISTRICT OF COLUMBIA,Traumatic brain injury,25,2,23,0,20,3,1,0,1,25
2013,DISTRICT OF COLUMBIA,Visual impairment,12,1,11,0,8,2,0,2,0,12
2013,FEDERATED STATES OF MICRONESIA,All Disabilities,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2013,FEDERATED STATES OF MICRONESIA,Autism,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2013,FEDERATED STATES OF MICRONESIA,Deaf-blindness,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2013,FEDERATED STATES OF MICRONESIA,Developmental delay (valid only for children ages 3-9 when defined by state),NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2013,FEDERATED STATES OF MICRONESIA,Emotional disturbance,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2013,FEDERATED STATES OF MICRONESIA,Hearing impairment,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2013,FEDERATED STATES OF MICRONESIA,Intellectual disability,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2013,FEDERATED STATES OF MICRONESIA,Multiple disabilities,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2013,FEDERATED STATES OF MICRONESIA,Orthopedic impairment,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2013,FEDERATED STATES OF MICRONESIA,Other health impairment,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2013,FEDERATED STATES OF MICRONESIA,Specific learning disability,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2013,FEDERATED STATES OF MICRONESIA,Speech or language impairment,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2013,FEDERATED STATES OF MICRONESIA,Traumatic brain injury,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2013,FEDERATED STATES OF MICRONESIA,Visual impairment,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2013,FLORIDA,All Disabilities,318855,25757,293098,1159,83043,89098,9396,131943,4216,318855
2013,FLORIDA,Autism,24725,1379,23346,75,4027,7385,829,11701,708,24725
2013,FLORIDA,Deaf-blindness,62,5,57,0,15,16,2,25,4,62
2013,FLORIDA,Developmental delay (valid only for children ages 3-9 when defined by state),NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2013,FLORIDA,Emotional disturbance,18368,519,17849,45,7464,3336,623,6849,51,18368
2013,FLORIDA,Hearing impairment,3711,324,3387,15,833,1135,88,1529,111,3711
2013,FLORIDA,Intellectual disability,25852,1100,24752,97,9919,5984,627,8796,429,25852
2013,FLORIDA,Multiple disabilities,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2013,FLORIDA,Orthopedic impairment,2831,167,2664,10,570,783,78,1325,65,2831
2013,FLORIDA,Other health impairment,29355,1915,27440,112,6157,7773,915,14166,232,29355
2013,FLORIDA,Specific learning disability,134784,11619,123165,532,35239,42908,3621,51363,1121,134784
2013,FLORIDA,Speech or language impairment,77408,8613,68795,262,18391,19350,2561,35391,1453,77408
2013,FLORIDA,Traumatic brain injury,552,24,528,6,165,115,20,241,5,552
2013,FLORIDA,Visual impairment,1207,92,1115,5,263,313,32,557,37,1207
2013,GEORGIA,All Disabilities,173059,10540,162519,360,68592,20180,5260,75792,2875,173059
2013,GEORGIA,Autism,13896,443,13453,30,4781,1232,462,6869,522,13896
2013,GEORGIA,Deaf-blindness,22,0,22,0,7,1,0,13,1,22
2013,GEORGIA,Developmental delay (valid only for children ages 3-9 when defined by state),12638,1282,11356,22,5220,1781,434,4954,227,12638
2013,GEORGIA,Emotional disturbance,12854,161,12693,33,6062,687,517,5482,73,12854
2013,GEORGIA,Hearing impairment,1671,106,1565,1,617,293,41,650,69,1671
2013,GEORGIA,Intellectual disability,16810,530,16280,32,9198,1564,334,5415,267,16810
2013,GEORGIA,Multiple disabilities,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2013,GEORGIA,Orthopedic impairment,800,62,738,4,212,111,18,428,27,800
2013,GEORGIA,Other health impairment,27923,573,27350,55,9928,1740,942,15006,252,27923
2013,GEORGIA,Specific learning disability,61943,5327,56616,127,24940,9912,1653,24571,740,61943
2013,GEORGIA,Speech or language impairment,23357,1996,21361,53,7199,2747,827,11874,657,23357
2013,GEORGIA,Traumatic brain injury,402,16,386,1,155,40,11,184,11,402
2013,GEORGIA,Visual impairment,743,44,699,2,273,72,21,346,29,743
2013,GUAM,All Disabilities,1815,98,1717,4,4,6,22,15,1764,1815
2013,GUAM,Autism,143,9,134,0,0,0,4,1,138,143
2013,GUAM,Deaf-blindness,1,0,1,0,0,0,0,0,1,1
2013,GUAM,Developmental delay (valid only for children ages 3-9 when defined by state),NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2013,GUAM,Emotional disturbance,108,4,104,0,1,0,1,1,105,108
2013,GUAM,Hearing impairment,42,8,34,0,0,1,1,0,40,42
2013,GUAM,Intellectual disability,73,7,66,0,0,0,4,0,69,73
2013,GUAM,Multiple disabilities,77,7,70,0,0,1,1,1,74,77
2013,GUAM,Orthopedic impairment,12,0,12,0,0,0,1,0,11,12
2013,GUAM,Other health impairment,180,11,169,0,1,1,1,3,174,180
2013,GUAM,Specific learning disability,1021,41,980,4,2,2,7,6,1000,1021
2013,GUAM,Speech or language impairment,140,9,131,0,0,1,2,3,134,140
2013,GUAM,Traumatic brain injury,3,0,3,0,0,0,0,0,3,3
2013,GUAM,Visual impairment,15,2,13,0,0,0,0,0,15,15
2013,HAWAII,All Disabilities,16819,1719,15100,108,435,1517,1212,2368,11179,16819
2013,HAWAII,Autism,1234,82,1152,7,37,115,124,306,645,1234
2013,HAWAII,Deaf-blindness,9,2,7,0,0,0,0,0,9,9
2013,HAWAII,Developmental delay (valid only for children ages 3-9 when defined by state),1053,142,911,2,23,161,123,124,620,1053
2013,HAWAII,Emotional disturbance,1009,47,962,14,24,89,76,166,640,1009
2013,HAWAII,Hearing impairment,267,57,210,2,6,12,16,17,214,267
2013,HAWAII,Intellectual disability,1106,235,871,7,27,87,67,90,828,1106
2013,HAWAII,Multiple disabilities,522,87,435,1,7,29,43,59,383,522
2013,HAWAII,Orthopedic impairment,74,14,60,0,0,4,3,18,49,74
2013,HAWAII,Other health impairment,2657,136,2521,14,67,249,189,558,1580,2657
2013,HAWAII,Specific learning disability,8290,862,7428,59,227,694,514,898,5898,8290
2013,HAWAII,Speech or language impairment,489,35,454,2,15,69,48,121,234,489
2013,HAWAII,Traumatic brain injury,57,8,49,0,1,4,7,5,40,57
2013,HAWAII,Visual impairment,52,12,40,0,1,4,2,6,39,52
2013,IDAHO,All Disabilities,24332,1605,22727,550,368,4342,527,18285,260,24332
2013,IDAHO,Autism,2247,52,2195,36,27,237,47,1862,38,2247
2013,IDAHO,Deaf-blindness,2,0,2,0,0,0,0,1,1,2
2013,IDAHO,Developmental delay (valid only for children ages 3-9 when defined by state),1669,177,1492,46,22,384,53,1153,11,1669
2013,IDAHO,Emotional disturbance,1351,30,1321,36,39,163,40,1066,7,1351
2013,IDAHO,Hearing impairment,273,26,247,4,5,63,5,184,12,273
2013,IDAHO,Intellectual disability,1972,179,1793,41,40,431,38,1393,29,1972
2013,IDAHO,Multiple disabilities,527,16,511,11,12,76,9,411,8,527
2013,IDAHO,Orthopedic impairment,106,7,99,0,2,15,1,87,1,106
2013,IDAHO,Other health impairment,4395,181,4214,88,76,531,112,3560,28,4395
2013,IDAHO,Specific learning disability,6464,634,5830,163,84,1580,114,4479,44,6464
2013,IDAHO,Speech or language impairment,5117,291,4826,122,55,819,105,3939,77,5117
2013,IDAHO,Traumatic brain injury,123,6,117,2,4,24,2,90,1,123
2013,IDAHO,Visual impairment,86,6,80,1,2,19,1,60,3,86
2013,ILLINOIS,All Disabilities,256616,15532,241084,972,56807,55321,7667,130275,5574,256616
2013,ILLINOIS,Autism,18749,943,17806,65,3019,3055,576,11041,993,18749
2013,ILLINOIS,Deaf-blindness,24,0,24,0,2,4,0,16,2,24
2013,ILLINOIS,Developmental delay (valid only for children ages 3-9 when defined by state),15672,1498,14174,62,3026,3806,603,7730,445,15672
2013,ILLINOIS,Emotional disturbance,19758,311,19447,63,6294,2506,757,9891,247,19758
2013,ILLINOIS,Hearing impairment,3376,197,3179,12,519,873,110,1726,136,3376
2013,ILLINOIS,Intellectual disability,17999,1504,16495,57,6303,3689,398,7062,490,17999
2013,ILLINOIS,Multiple disabilities,2243,71,2172,8,354,391,43,1356,91,2243
2013,ILLINOIS,Orthopedic impairment,1345,77,1268,3,233,267,34,753,55,1345
2013,ILLINOIS,Other health impairment,30526,598,29928,102,4689,3728,1075,20478,454,30526
2013,ILLINOIS,Specific learning disability,104083,7794,96289,439,26562,28439,2675,44719,1249,104083
2013,ILLINOIS,Speech or language impairment,41099,2450,38649,152,5433,8231,1336,24598,1349,41099
2013,ILLINOIS,Traumatic brain injury,688,33,655,3,184,134,23,326,18,688
2013,ILLINOIS,Visual impairment,1054,56,998,6,189,198,37,579,45,1054
2013,INDIANA,All Disabilities,151816,6439,145377,498,20860,12125,7289,109801,1243,151816
2013,INDIANA,Autism,13206,297,12909,32,1220,842,579,10343,190,13206
2013,INDIANA,Deaf-blindness,23,0,23,0,3,2,0,17,1,23
2013,INDIANA,Developmental delay (valid only for children ages 3-9 when defined by state),NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2013,INDIANA,Emotional disturbance,12858,157,12701,56,2420,529,872,8954,27,12858
2013,INDIANA,Hearing impairment,2177,120,2057,6,209,200,83,1606,73,2177
2013,INDIANA,Intellectual disability,14913,624,14289,48,3404,1274,670,9397,120,14913
2013,INDIANA,Multiple disabilities,1993,17,1976,3,256,148,84,1480,22,1993
2013,INDIANA,Orthopedic impairment,1410,73,1337,5,137,105,54,1068,41,1410
2013,INDIANA,Other health impairment,17887,398,17489,56,2318,894,960,13563,96,17887
2013,INDIANA,Specific learning disability,54279,2973,51306,207,7795,4994,2436,38606,241,54279
2013,INDIANA,Speech or language impairment,31663,1726,29937,81,2920,3016,1492,23744,410,31663
2013,INDIANA,Traumatic brain injury,434,19,415,1,64,37,16,315,1,434
2013,INDIANA,Visual impairment,973,35,938,3,114,84,43,708,21,973
2013,IOWA,All Disabilities,58170,NA,NA,369,5244,6127,2091,43643,696,58170
2013,IOWA,Autism,651,NA,NA,4,59,69,24,487,8,651
2013,IOWA,Deaf-blindness,NA,NA,NA,0,0,0,0,0,0,0
2013,IOWA,Developmental delay (valid only for children ages 3-9 when defined by state),NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2013,IOWA,Emotional disturbance,5666,NA,NA,36,511,597,204,4250,68,5666
2013,IOWA,Hearing impairment,408,NA,NA,3,37,44,15,304,5,408
2013,IOWA,Intellectual disability,10029,NA,NA,64,904,1056,360,7525,120,10029
2013,IOWA,Multiple disabilities,315,NA,NA,2,29,34,12,234,4,315
2013,IOWA,Orthopedic impairment,651,NA,NA,4,59,69,24,487,8,651
2013,IOWA,Other health impairment,79,NA,NA,1,7,9,3,58,1,79
2013,IOWA,Specific learning disability,35121,NA,NA,221,3164,3695,1260,26362,419,35121
2013,IOWA,Speech or language impairment,5012,NA,NA,32,452,528,180,3760,60,5012
2013,IOWA,Traumatic brain injury,159,NA,NA,1,15,17,6,118,2,159
2013,IOWA,Visual impairment,79,NA,NA,1,7,9,3,58,1,79
2013,KANSAS,All Disabilities,57407,3438,53969,817,5583,9180,2844,38140,843,57407
2013,KANSAS,Autism,3238,71,3167,28,274,351,168,2328,89,3238
2013,KANSAS,Deaf-blindness,16,0,16,0,1,2,0,12,1,16
2013,KANSAS,Developmental delay (valid only for children ages 3-9 when defined by state),4904,309,4595,59,360,820,259,3345,61,4904
2013,KANSAS,Emotional disturbance,2373,25,2348,34,340,230,168,1589,12,2373
2013,KANSAS,Hearing impairment,524,35,489,5,39,103,23,337,17,524
2013,KANSAS,Intellectual disability,3358,153,3205,48,550,556,156,1985,63,3358
2013,KANSAS,Multiple disabilities,2643,45,2598,46,227,286,130,1909,45,2643
2013,KANSAS,Orthopedic impairment,214,8,206,4,9,33,5,154,9,214
2013,KANSAS,Other health impairment,7297,154,7143,99,667,685,420,5370,56,7297
2013,KANSAS,Specific learning disability,23920,2156,21764,398,2636,4875,1125,14610,276,23920
2013,KANSAS,Speech or language impairment,8566,472,8094,86,446,1182,371,6282,199,8566
2013,KANSAS,Traumatic brain injury,155,6,149,3,18,24,9,94,7,155
2013,KANSAS,Visual impairment,199,4,195,7,16,33,10,125,8,199
2013,KENTUCKY,All Disabilities,80135,1874,78261,120,9834,3148,2122,64362,549,80135
2013,KENTUCKY,Autism,4810,90,4720,10,479,161,115,3982,63,4810
2013,KENTUCKY,Deaf-blindness,12,1,11,0,1,1,0,10,0,12
2013,KENTUCKY,Developmental delay (valid only for children ages 3-9 when defined by state),6175,214,5961,5,767,364,220,4788,31,6175
2013,KENTUCKY,Emotional disturbance,4644,30,4614,10,1023,112,168,3321,10,4644
2013,KENTUCKY,Hearing impairment,594,27,567,1,50,29,13,484,17,594
2013,KENTUCKY,Intellectual disability,13546,266,13280,13,1697,348,222,11205,61,13546
2013,KENTUCKY,Multiple disabilities,2054,40,2014,1,225,65,38,1707,18,2054
2013,KENTUCKY,Orthopedic impairment,418,3,415,0,38,5,13,360,2,418
2013,KENTUCKY,Other health impairment,13436,117,13319,15,2117,331,412,10512,49,13436
2013,KENTUCKY,Specific learning disability,14450,521,13929,30,1797,820,365,11379,59,14450
2013,KENTUCKY,Speech or language impairment,19332,548,18784,32,1577,885,548,16062,228,19332
2013,KENTUCKY,Traumatic brain injury,218,9,209,1,24,10,3,175,5,218
