year,state,disability,total_6to21,el_yes,el_no,aian,black,hisp,tworace,white,api,total_ethnicity
2018,Bureau of Indian Education,Specific learning disability,3338,473,2865,3338,0,0,0,0,0,3338
2018,Bureau of Indian Education,Speech or language impairment,909,75,834,909,0,0,0,0,0,909
2018,Bureau of Indian Education,Traumatic brain injury,28,4,24,28,0,0,0,0,0,28
2018,Bureau of Indian Education,Visual impairment,13,4,9,13,0,0,0,0,0,13
2018,California,All Disabilities,701812,194026,507786,5041,57327,401596,29273,163311,45264,701812
2018,California,Autism,97318,20116,77202,505,6896,44527,4945,26535,13910,97318
2018,California,Deaf-blindness,83,16,67,0,3,42,3,25,10,83
2018,California,Developmental delay,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2018,California,Emotional disturbance,25118,3044,22074,273,3192,10442,1446,8878,887,25118
2018,California,Hearing impairment,10453,2803,7650,37,479,6364,382,2070,1121,10453
2018,California,Intellectual disability,40021,14053,25968,253,3419,24593,1244,7218,3294,40021
2018,California,Multiple disabilities,6192,1496,4696,28,461,3161,307,1573,662,6192
2018,California,Orthopedic impairment,8278,2324,5954,48,481,4524,266,2212,747,8278
2018,California,Other health impairment,98615,17496,81119,787,10948,46940,4870,31200,3870,98615
2018,California,Specific learning disability,299652,100934,198718,2370,25599,197268,9761,54388,10266,299652
2018,California,Speech or language impairment,111679,30759,80920,696,5488,61457,5870,28054,10114,111679
2018,California,Traumatic brain injury,1465,339,1126,21,157,789,55,362,81,1465
2018,California,Visual impairment,2938,646,2292,23,204,1489,124,796,302,2938
2018,Colorado,All Disabilities,90715,15751,74964,975,5142,34458,3883,44582,1675,90715
2018,Colorado,Autism,7627,723,6904,54,328,1920,410,4675,240,7627
2018,Colorado,Deaf-blindness,26,3,23,0,1,8,1,13,3,26
2018,Colorado,Developmental delay,4365,902,3463,52,251,1800,195,1970,97,4365
2018,Colorado,Emotional disturbance,5596,314,5282,67,391,1485,325,3286,42,5596
2018,Colorado,Hearing impairment,1192,234,958,10,57,478,37,532,78,1192
2018,Colorado,Intellectual disability,2505,564,1941,25,243,1092,85,990,70,2505
2018,Colorado,Multiple disabilities,4227,720,3507,44,269,1553,184,2043,134,4227
2018,Colorado,Orthopedic impairment,342,57,285,1,13,106,17,189,16,342
2018,Colorado,Other health impairment,11534,997,10537,111,648,3038,569,7011,157,11534
2018,Colorado,Specific learning disability,41137,9089,32048,498,2456,18635,1481,17561,506,41137
2018,Colorado,Speech or language impairment,11406,2023,9383,107,438,4068,544,5942,307,11406
2018,Colorado,Traumatic brain injury,479,91,388,5,29,190,20,230,5,479
2018,Colorado,Visual impairment,279,34,245,1,18,85,15,140,20,279
2018,Connecticut,All Disabilities,72551,7830,64721,196,11682,22030,2388,34617,1638,72551
2018,Connecticut,Autism,8971,494,8477,18,1201,2026,319,4951,456,8971
2018,Connecticut,Deaf-blindness,8,0,8,0,0,1,1,6,0,8
2018,Connecticut,Developmental delay,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2018,Connecticut,Emotional disturbance,5691,215,5476,16,1089,1645,250,2624,67,5691
2018,Connecticut,Hearing impairment,462,67,395,3,54,152,4,218,31,462
2018,Connecticut,Intellectual disability,2570,423,2147,6,591,853,66,979,75,2570
2018,Connecticut,Multiple disabilities,2798,181,2617,7,480,708,71,1415,117,2798
2018,Connecticut,Orthopedic impairment,40,3,37,0,8,6,2,22,2,40
2018,Connecticut,Other health impairment,15956,1226,14730,63,2408,4504,615,8163,203,15956
2018,Connecticut,Specific learning disability,28019,3882,24137,63,4756,9483,770,12594,353,28019
2018,Connecticut,Speech or language impairment,7814,1318,6496,20,1062,2583,286,3536,327,7814
2018,Connecticut,Traumatic brain injury,100,8,92,0,16,27,0,54,3,100
2018,Connecticut,Visual impairment,122,13,109,0,17,42,4,55,4,122
2018,Delaware,All Disabilities,21581,2209,19372,78,8068,3563,826,8730,316,21581
2018,Delaware,Autism,1947,88,1859,6,564,234,65,996,82,1947
2018,Delaware,Deaf-blindness,44,0,44,0,10,12,0,20,2,44
2018,Delaware,Developmental delay,1278,236,1042,1,442,247,66,500,22,1278
2018,Delaware,Emotional disturbance,1152,30,1122,6,509,111,55,465,6,1152
2018,Delaware,Hearing impairment,210,38,172,2,48,59,10,81,10,210
2018,Delaware,Intellectual disability,1559,115,1444,4,748,245,33,505,24,1559
2018,Delaware,Multiple disabilities,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2018,Delaware,Orthopedic impairment,181,12,169,1,50,30,2,90,8,181
2018,Delaware,Other health impairment,3004,114,2890,16,1099,300,126,1441,22,3004
2018,Delaware,Specific learning disability,10178,1365,8813,35,4175,2031,383,3472,82,10178
2018,Delaware,Speech or language impairment,1891,202,1689,7,383,270,82,1094,55,1891
2018,Delaware,Traumatic brain injury,72,7,65,0,25,13,2,31,1,72
2018,Delaware,Visual impairment,65,2,63,0,15,11,2,35,2,65
2018,District of Columbia,All Disabilities,12218,1508,10710,NA,9567,1746,167,634,68,12182
2018,District of Columbia,Autism,1048,119,929,NA,769,123,28,110,16,1046
2018,District of Columbia,Deaf-blindness,1,0,1,NA,1,0,0,0,0,1
2018,District of Columbia,Developmental delay,527,99,428,NA,393,93,9,26,5,526
2018,District of Columbia,Emotional disturbance,827,26,801,NA,762,49,2,13,0,826
2018,District of Columbia,Hearing impairment,30,7,23,NA,22,6,0,1,1,30
2018,District of Columbia,Intellectual disability,725,89,636,NA,618,86,9,10,1,724
2018,District of Columbia,Multiple disabilities,1477,108,1369,NA,1229,123,17,93,7,1469
2018,District of Columbia,Orthopedic impairment,18,0,18,NA,14,0,1,1,1,17
2018,District of Columbia,Other health impairment,2151,148,2003,NA,1760,202,35,135,13,2145
2018,District of Columbia,Specific learning disability,4380,704,3676,NA,3308,842,41,159,15,4365
2018,District of Columbia,Speech or language impairment,987,204,783,NA,656,217,23,81,9,986
2018,District of Columbia,Traumatic brain injury,27,2,25,NA,21,2,2,2,0,27
2018,District of Columbia,Visual impairment,20,2,18,NA,14,3,0,3,0,20
2018,Federated States of Micronesia,All Disabilities,1689,1689,0,0,0,0,0,0,1689,1689
2018,Federated States of Micronesia,Autism,17,NA,NA,0,0,0,0,0,17,17
2018,Federated States of Micronesia,Deaf-blindness,1,NA,NA,0,0,0,0,0,1,1
2018,Federated States of Micronesia,Developmental delay,96,NA,NA,0,0,0,0,0,96,96
2018,Federated States of Micronesia,Emotional disturbance,4,NA,NA,0,0,0,0,0,4,4
2018,Federated States of Micronesia,Hearing impairment,54,NA,NA,0,0,0,0,0,54,54
2018,Federated States of Micronesia,Intellectual disability,26,NA,NA,0,0,0,0,0,26,26
2018,Federated States of Micronesia,Multiple disabilities,43,NA,NA,0,0,0,0,0,43,43
2018,Federated States of Micronesia,Orthopedic impairment,34,NA,NA,0,0,0,0,0,34,34
2018,Federated States of Micronesia,Other health impairment,61,NA,NA,0,0,0,0,0,61,61
2018,Federated States of Micronesia,Specific learning disability,1219,NA,NA,0,0,0,0,0,1219,1219
2018,Federated States of Micronesia,Speech or language impairment,59,NA,NA,0,0,0,0,0,59,59
2018,Federated States of Micronesia,Traumatic brain injury,1,NA,NA,0,0,0,0,0,1,1
2018,Federated States of Micronesia,Visual impairment,74,NA,NA,0,0,0,0,0,74,74
2018,Florida,All Disabilities,363720,31061,332659,1148,92295,114815,12880,137404,5178,363720
2018,Florida,Autism,39856,2354,37502,92,7204,13785,1520,16079,1176,39856
2018,Florida,Deaf-blindness,83,5,78,0,17,28,2,31,5,83
2018,Florida,Developmental delay,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2018,Florida,Emotional disturbance,14604,406,14198,50,5626,2927,687,5262,52,14604
2018,Florida,Hearing impairment,3893,364,3529,11,818,1381,116,1436,131,3893
2018,Florida,Intellectual disability,24879,1017,23862,88,8929,6734,754,7914,460,24879
2018,Florida,Multiple disabilities,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2018,Florida,Orthopedic impairment,2322,161,2161,4,449,751,82,959,77,2322
2018,Florida,Other health impairment,44157,3421,40736,120,9615,13482,1596,18986,358,44157
2018,Florida,Specific learning disability,151821,14165,137656,512,40873,52346,4816,51937,1337,151821
2018,Florida,Speech or language impairment,80357,9049,71308,261,18355,22894,3244,34064,1539,80357
2018,Florida,Traumatic brain injury,493,19,474,4,138,117,22,203,9,493
2018,Florida,Visual impairment,1255,100,1155,6,271,370,41,533,34,1255
2018,Georgia,All Disabilities,200450,16528,183922,399,79929,29818,7307,79112,3885,200450
2018,Georgia,Autism,20643,1221,19422,39,7802,2418,820,8650,914,20643
2018,Georgia,Deaf-blindness,29,0,29,0,9,4,1,14,1,29
2018,Georgia,Developmental delay,15242,1759,13483,22,6092,2390,617,5700,421,15242
2018,Georgia,Emotional disturbance,10286,183,10103,28,5036,718,468,3967,69,10286
2018,Georgia,Hearing impairment,1653,144,1509,0,606,357,51,572,67,1653
2018,Georgia,Intellectual disability,16631,1024,15607,31,8865,2002,438,5002,293,16631
2018,Georgia,Multiple disabilities,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2018,Georgia,Orthopedic impairment,688,61,627,1,203,124,16,304,40,688
2018,Georgia,Other health impairment,33847,1076,32771,69,12930,2851,1395,16248,354,33847
2018,Georgia,Specific learning disability,76925,9149,67776,172,31088,15799,2450,26494,922,76925
2018,Georgia,Speech or language impairment,23378,1845,21533,35,6876,3020,1016,11677,754,23378
2018,Georgia,Traumatic brain injury,403,29,374,0,172,44,11,163,13,403
2018,Georgia,Visual impairment,725,37,688,2,250,91,24,321,37,725
2018,Guam,All Disabilities,1780,126,1654,NA,NA,4,12,NA,1752,1768
2018,Guam,Autism,186,10,176,NA,NA,0,4,NA,179,183
2018,Guam,Deaf-blindness,0,0,0,NA,NA,0,0,NA,0,0
2018,Guam,Developmental delay,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2018,Guam,Emotional disturbance,83,7,76,NA,NA,1,0,NA,82,83
2018,Guam,Hearing impairment,31,9,22,NA,NA,0,0,NA,31,31
2018,Guam,Intellectual disability,59,11,48,NA,NA,1,1,NA,57,59
2018,Guam,Multiple disabilities,78,9,69,NA,NA,0,0,NA,78,78
2018,Guam,Orthopedic impairment,8,1,7,NA,NA,0,0,NA,8,8
2018,Guam,Other health impairment,202,10,192,NA,NA,0,1,NA,200,201
2018,Guam,Specific learning disability,1037,60,977,NA,NA,2,3,NA,1024,1029
2018,Guam,Speech or language impairment,76,4,72,NA,NA,0,3,NA,73,76
2018,Guam,Traumatic brain injury,4,0,4,NA,NA,0,0,NA,4,4
2018,Guam,Visual impairment,16,5,11,NA,NA,0,0,NA,16,16
2018,Hawaii,All Disabilities,17037,1769,15268,58,323,2944,2248,2112,9352,17037
2018,Hawaii,Autism,1638,170,1468,5,35,255,268,329,746,1638
2018,Hawaii,Deaf-blindness,3,0,3,0,0,0,0,0,3,3
2018,Hawaii,Developmental delay,1092,163,929,2,15,250,171,116,538,1092
2018,Hawaii,Emotional disturbance,947,40,907,2,17,178,144,131,475,947
2018,Hawaii,Hearing impairment,226,57,169,1,6,15,24,10,170,226
2018,Hawaii,Intellectual disability,1281,264,1017,2,17,180,131,85,866,1281
2018,Hawaii,Multiple disabilities,628,101,527,1,8,68,76,56,419,628
2018,Hawaii,Orthopedic impairment,58,12,46,0,0,4,7,12,35,58
2018,Hawaii,Other health impairment,2996,171,2825,8,68,541,403,462,1514,2996
2018,Hawaii,Specific learning disability,7530,738,6792,36,138,1326,910,773,4347,7530
2018,Hawaii,Speech or language impairment,544,34,510,1,18,114,101,129,181,544
2018,Hawaii,Traumatic brain injury,60,10,50,0,1,11,8,7,33,60
2018,Hawaii,Visual impairment,34,9,25,0,0,2,5,2,25,34
2018,Idaho,All Disabilities,30444,2853,27591,656,426,6435,968,21643,316,30444
2018,Idaho,Autism,3234,122,3112,52,37,451,123,2528,43,3234
2018,Idaho,Deaf-blindness,5,0,5,0,0,2,0,3,0,5
2018,Idaho,Developmental delay,1990,271,1719,56,24,500,78,1309,23,1990
2018,Idaho,Emotional disturbance,1372,38,1334,28,30,198,61,1044,11,1372
2018,Idaho,Hearing impairment,301,52,249,3,10,82,6,186,14,301
2018,Idaho,Intellectual disability,2224,342,1882,60,53,630,57,1390,34,2224
2018,Idaho,Multiple disabilities,651,33,618,5,17,105,17,495,12,651
2018,Idaho,Orthopedic impairment,83,5,78,4,1,16,0,61,1,83
2018,Idaho,Other health impairment,7019,379,6640,122,112,1094,259,5379,53,7019
2018,Idaho,Specific learning disability,7210,976,6234,146,98,2065,187,4658,56,7210
2018,Idaho,Speech or language impairment,6173,619,5554,175,37,1248,176,4471,66,6173
2018,Idaho,Traumatic brain injury,114,11,103,3,3,31,3,74,0,114
2018,Idaho,Visual impairment,68,5,63,2,4,13,1,45,3,68
2018,Illinois,All Disabilities,259914,44590,215324,685,53359,68557,10269,120713,6331,259914
2018,Illinois,Autism,24466,4062,20404,50,3946,5541,979,12437,1513,24466
2018,Illinois,Deaf-blindness,26,6,20,0,3,5,1,14,3,26
2018,Illinois,Developmental delay,21152,5413,15739,76,3917,6141,967,9343,708,21152
2018,Illinois,Emotional disturbance,18237,998,17239,48,4948,3220,976,8820,225,18237
2018,Illinois,Hearing impairment,2983,561,2422,6,405,948,101,1350,173,2983
2018,Illinois,Intellectual disability,15141,2891,12250,41,4764,3787,429,5697,423,15141
2018,Illinois,Multiple disabilities,2625,323,2302,6,415,529,92,1460,123,2625
2018,Illinois,Orthopedic impairment,883,110,773,2,115,211,25,474,56,883
2018,Illinois,Other health impairment,37581,3063,34518,94,6209,6532,1828,22265,653,37581
2018,Illinois,Specific learning disability,100599,21256,79343,284,24041,33311,3275,38437,1251,100599
2018,Illinois,Speech or language impairment,34676,5707,28969,75,4274,8003,1547,19649,1128,34676
2018,Illinois,Traumatic brain injury,588,74,514,1,163,129,24,258,13,588
2018,Illinois,Visual impairment,957,126,831,2,159,200,25,509,62,957
2018,Indiana,All Disabilities,159597,9240,150357,372,21925,16587,8412,110628,1673,159597
2018,Indiana,Autism,15565,851,14714,39,1624,1490,782,11333,297,15565
2018,Indiana,Deaf-blindness,30,2,28,0,3,5,0,22,0,30
2018,Indiana,Developmental delay,892,81,811,1,126,102,52,593,18,892
2018,Indiana,Emotional disturbance,12838,183,12655,33,2173,779,947,8888,18,12838
2018,Indiana,Hearing impairment,2200,156,2044,6,207,251,96,1562,78,2200
2018,Indiana,Intellectual disability,13336,1207,12129,27,2967,1568,658,7949,167,13336
2018,Indiana,Multiple disabilities,1944,179,1765,2,243,214,89,1359,37,1944
2018,Indiana,Orthopedic impairment,1342,90,1252,2,120,127,56,979,58,1342
2018,Indiana,Other health impairment,25600,743,24857,62,3609,1840,1529,18394,166,25600
2018,Indiana,Specific learning disability,54407,3574,50833,144,7969,6626,2652,36670,346,54407
2018,Indiana,Speech or language impairment,30087,2101,27986,52,2713,3451,1490,21929,452,30087
2018,Indiana,Traumatic brain injury,447,30,417,0,72,41,18,310,6,447
2018,Indiana,Visual impairment,909,43,866,4,99,93,43,640,30,909
2018,Iowa,All Disabilities,60561,4607,55954,403,6197,7294,3028,42727,912,60561
2018,Iowa,Autism,682,NA,NA,5,70,82,34,480,11,682
2018,Iowa,Deaf-blindness,0,NA,NA,0,0,0,0,0,0,0
2018,Iowa,Developmental delay,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2018,Iowa,Emotional disturbance,5896,NA,NA,39,604,711,295,4159,88,5896
2018,Iowa,Hearing impairment,423,NA,NA,3,44,52,21,297,6,423
2018,Iowa,Intellectual disability,10436,NA,NA,69,1068,1257,522,7363,157,10436
2018,Iowa,Multiple disabilities,334,NA,NA,2,35,41,17,234,5,334
2018,Iowa,Orthopedic impairment,682,NA,NA,5,70,82,34,480,11,682
2018,Iowa,Other health impairment,78,NA,NA,1,9,10,4,53,1,78
2018,Iowa,Specific learning disability,36571,NA,NA,242,3737,4400,1828,25813,551,36571
2018,Iowa,Speech or language impairment,5216,NA,NA,35,534,629,261,3678,79,5216
2018,Iowa,Traumatic brain injury,165,NA,NA,1,17,20,8,117,2,165
2018,Iowa,Visual impairment,78,NA,NA,1,9,10,4,53,1,78
2018,Kansas,All Disabilities,63406,5417,57989,690,5674,11205,3816,41036,985,63406
2018,Kansas,Autism,4268,140,4128,40,305,622,244,2923,134,4268
2018,Kansas,Deaf-blindness,18,0,18,0,0,4,0,12,2,18
2018,Kansas,Developmental delay,7308,815,6493,77,559,1324,473,4731,144,7308
2018,Kansas,Emotional disturbance,2436,33,2403,33,322,218,220,1625,18,2436
2018,Kansas,Hearing impairment,497,52,445,2,34,98,26,315,22,497
2018,Kansas,Intellectual disability,3302,216,3086,37,447,632,198,1919,69,3302
2018,Kansas,Multiple disabilities,3303,79,3224,27,316,389,245,2283,43,3303
2018,Kansas,Orthopedic impairment,188,6,182,2,7,25,12,136,6,188
2018,Kansas,Other health impairment,7830,259,7571,67,669,882,503,5627,82,7830
2018,Kansas,Specific learning disability,25296,3153,22143,329,2589,5618,1431,15052,277,25296
2018,Kansas,Speech or language impairment,8642,649,7993,72,399,1336,446,6221,168,8642
2018,Kansas,Traumatic brain injury,132,7,125,0,12,26,6,82,6,132
2018,Kansas,Visual impairment,186,8,178,4,15,31,12,110,14,186
2018,Kentucky,All Disabilities,87926,3205,84721,113,9996,5017,3482,68534,784,87926
2018,Kentucky,Autism,6928,243,6685,6,696,362,250,5520,94,6928
2018,Kentucky,Deaf-blindness,11,2,9,0,1,2,0,7,1,11
2018,Kentucky,Developmental delay,7192,272,6920,7,776,464,332,5547,66,7192
2018,Kentucky,Emotional disturbance,4524,41,4483,5,949,132,290,3138,10,4524
2018,Kentucky,Hearing impairment,586,42,544,0,55,46,12,447,26,586
2018,Kentucky,Intellectual disability,13535,512,13023,16,1547,603,364,10908,97,13535
2018,Kentucky,Multiple disabilities,1887,72,1815,1,187,101,59,1506,33,1887
2018,Kentucky,Orthopedic impairment,360,16,344,0,37,18,22,279,4,360
2018,Kentucky,Other health impairment,15250,260,14990,22,2415,622,701,11410,80,15250
2018,Kentucky,Specific learning disability,17629,947,16682,29,1897,1404,677,13500,122,17629
2018,Kentucky,Speech or language impairment,19318,776,18542,25,1359,1221,756,15720,237,19318
2018,Kentucky,Traumatic brain injury,205,5,200,1,24,12,8,158,2,205
2018,Kentucky,Visual impairment,501,17,484,1,53,30,11,394,12,501
2018,Louisiana,All Disabilities,76345,0,76345,468,37789,3629,1816,32036,607,76345
2018,Louisiana,Autism,5577,0,5577,30,2198,334,133,2753,129,5577
2018,Louisiana,Deaf-blindness,7,0,7,0,2,0,0,5,0,7
2018,Louisiana,Developmental delay,7571,0,7571,32,3811,351,235,3073,69,7571
2018,Louisiana,Emotional disturbance,1715,0,1715,5,990,55,49,612,4,1715
2018,Louisiana,Hearing impairment,1039,0,1039,8,467,87,23,437,17,1039
2018,Louisiana,Intellectual disability,7676,0,7676,38,4975,292,94,2227,50,7676
2018,Louisiana,Multiple disabilities,937,0,937,6,392,40,14,472,13,937
2018,Louisiana,Orthopedic impairment,876,0,876,6,343,44,9,461,13,876
2018,Louisiana,Other health impairment,11359,0,11359,56,5055,441,274,5485,48,11359
2018,Louisiana,Specific learning disability,26594,0,26594,213,14505,1264,620,9898,94,26594
2018,Louisiana,Speech or language impairment,12302,0,12302,69,4723,688,349,6314,159,12302
2018,Louisiana,Traumatic brain injury,215,0,215,3,115,8,5,84,0,215
2018,Louisiana,Visual impairment,477,0,477,2,213,25,11,215,11,477
2018,Maine,All Disabilities,30740,943,29797,410,1063,833,865,27299,270,30740
2018,Maine,Autism,3101,53,3048,38,94,74,88,2770,37,3101
2018,Maine,Deaf-blindness,15,1,14,0,0,1,0,13,1,15
2018,Maine,Developmental delay,28,0,28,0,1,0,1,26,0,28
2018,Maine,Emotional disturbance,2328,64,2264,47,105,74,90,2007,5,2328
2018,Maine,Hearing impairment,127,12,115,2,7,4,3,108,3,127
2018,Maine,Intellectual disability,844,52,792,12,49,28,14,735,6,844
2018,Maine,Multiple disabilities,3317,92,3225,45,133,89,99,2910,41,3317
2018,Maine,Orthopedic impairment,42,2,40,0,2,1,0,38,1,42
2018,Maine,Other health impairment,6765,162,6603,75,220,173,190,6065,42,6765
2018,Maine,Specific learning disability,9744,369,9375,136,337,286,249,8659,77,9744
2018,Maine,Speech or language impairment,4342,131,4211,54,111,101,127,3895,54,4342
2018,Maine,Traumatic brain injury,49,2,47,0,2,0,1,43,3,49
2018,Maine,Visual impairment,38,3,35,1,2,2,3,30,0,38
2018,Maryland,All Disabilities,95918,9647,86271,256,39727,15253,4011,33665,3006,95918
2018,Maryland,Autism,11481,721,10760,22,4522,1353,546,4245,793,11481
2018,Maryland,Deaf-blindness,9,1,8,0,2,1,1,5,0,9
2018,Maryland,Developmental delay,3502,723,2779,7,1352,837,131,937,238,3502
2018,Maryland,Emotional disturbance,6107,156,5951,17,3215,483,302,2019,71,6107
2018,Maryland,Hearing impairment,734,68,666,2,181,158,22,300,71,734
2018,Maryland,Intellectual disability,6172,522,5650,9,3552,831,145,1427,208,6172
2018,Maryland,Multiple disabilities,6513,379,6134,19,2084,794,281,3128,207,6513
2018,Maryland,Orthopedic impairment,145,16,129,0,45,27,3,60,10,145
2018,Maryland,Other health impairment,18788,1107,17681,50,8660,2087,910,6768,313,18788
2018,Maryland,Specific learning disability,30365,4677,25688,94,12399,6948,1067,9295,562,30365
