year,state,disability,total_6to21,aian,api,black,hisp,white,total_ethnicity
2007,BIE schools,Speech or language impairments,1202,1178,NA,0,NA,21,1199
2007,BIE schools,Visual impairments,19,19,0,0,0,0,19
2007,BIE schools,Emotional disturbance,449,NA,0,0,0,NA,0
2007,BIE schools,Orthopedic impairments,NA,NA,0,0,0,NA,0
2007,BIE schools,Other health impairments,382,376,0,0,0,6,382
2007,BIE schools,Specific learning disabilities,3756,3725,0,0,7,24,3756
2007,BIE schools,Deaf-blindness,NA,NA,NA,0,0,0,0
2007,BIE schools,Multiple disabilities,120,NA,0,0,0,NA,0
2007,BIE schools,Autism,54,48,0,0,0,6,54
2007,BIE schools,Traumatic brain injury,25,25,0,0,0,0,25
2007,BIE schools,Developmental delay,278,275,0,0,NA,NA,275
2007,BIE schools,All disabilities,6732,6651,NA,0,NA,69,6720
2007,California,Mental retardation,38199,306,3287,4560,19996,10050,38199
2007,California,Hearing impairments,10068,58,1077,754,5080,3099,10068
2007,California,Speech or language impairments,131641,1104,12714,9193,62094,46536,131641
2007,California,Visual impairments,3688,22,371,340,1588,1367,3688
2007,California,Emotional disturbance,27107,380,874,6018,6959,12876,27107
2007,California,Orthopedic impairments,12599,78,1103,1049,5817,4552,12599
2007,California,Other health impairments,43278,448,1806,5558,13400,22066,43278
2007,California,Specific learning disabilities,293652,2727,10865,39242,162614,78204,293652
2007,California,Deaf-blindness,150,NA,14,NA,68,58,140
2007,California,Multiple disabilities,4504,32,477,517,1892,1586,4504
2007,California,Autism,36328,204,5479,3214,10820,16611,36328
2007,California,Traumatic brain injury,1688,NA,119,NA,759,591,1469
2007,California,Developmental delay,0,0,0,0,0,0,0
2007,California,All disabilities,602902,5377,38186,70656,291087,197596,602902
2007,Colorado,Mental retardation,3239,53,58,417,1176,1535,3239
2007,Colorado,Hearing impairments,1359,18,40,88,450,763,1359
2007,Colorado,Speech or language impairments,15067,254,413,1031,4562,8807,15067
2007,Colorado,Visual impairments,325,NA,NA,NA,97,189,286
2007,Colorado,Emotional disturbance,7776,160,67,980,1536,5033,7776
2007,Colorado,Orthopedic impairments,9277,136,141,661,1772,6567,9277
2007,Colorado,Other health impairments,0,0,0,0,0,0,0
2007,Colorado,Specific learning disabilities,29795,563,383,2440,10214,16195,29795
2007,Colorado,Deaf-blindness,27,0,NA,NA,9,15,24
2007,Colorado,Multiple disabilities,3032,39,93,210,801,1889,3032
2007,Colorado,Autism,1985,NA,NA,111,259,1544,1914
2007,Colorado,Traumatic brain injury,393,11,9,24,97,252,393
2007,Colorado,Developmental delay,0,0,0,0,0,0,0
2007,Colorado,All disabilities,72275,1247,1280,5986,20973,42789,72275
2007,Connecticut,Mental retardation,2647,8,58,558,592,1431,2647
2007,Connecticut,Hearing impairments,675,NA,NA,102,155,381,638
2007,Connecticut,Speech or language impairments,11933,47,324,1861,2392,7309,11933
2007,Connecticut,Visual impairments,224,NA,NA,43,45,127,215
2007,Connecticut,Emotional disturbance,5844,33,43,1319,1322,3127,5844
2007,Connecticut,Orthopedic impairments,120,NA,NA,NA,NA,80,80
2007,Connecticut,Other health impairments,11391,60,103,1541,1723,7964,11391
2007,Connecticut,Specific learning disabilities,22179,113,201,3766,4747,13352,22179
2007,Connecticut,Deaf-blindness,NA,0,NA,NA,NA,26,26
2007,Connecticut,Multiple disabilities,2339,10,64,425,428,1412,2339
2007,Connecticut,Autism,3800,14,139,490,368,2789,3800
2007,Connecticut,Traumatic brain injury,117,0,6,15,23,73,117
2007,Connecticut,Developmental delay,NA,NA,NA,NA,NA,20,20
2007,Connecticut,All disabilities,61327,291,986,10137,11822,38091,61327
2007,Delaware,Mental retardation,1916,NA,NA,1016,162,714,1892
2007,Delaware,Hearing impairments,266,0,12,77,38,139,266
2007,Delaware,Speech or language impairments,1679,NA,NA,379,111,1146,1636
2007,Delaware,Visual impairments,41,0,NA,11,NA,25,36
2007,Delaware,Emotional disturbance,864,8,9,350,44,453,864
2007,Delaware,Orthopedic impairments,372,NA,NA,102,37,226,365
2007,Delaware,Other health impairments,2044,9,8,676,111,1240,2044
2007,Delaware,Specific learning disabilities,9230,30,74,3999,1014,4113,9230
2007,Delaware,Deaf-blindness,49,NA,NA,15,9,22,46
2007,Delaware,Multiple disabilities,0,0,0,0,0,0,0
2007,Delaware,Autism,644,NA,NA,172,23,429,624
2007,Delaware,Traumatic brain injury,38,0,NA,15,NA,17,32
2007,Delaware,Developmental delay,28,0,NA,8,NA,15,23
2007,Delaware,All disabilities,17171,56,195,6820,1561,8539,17171
2007,District of Columbia,Mental retardation,1070,0,0,1032,NA,NA,1032
2007,District of Columbia,Hearing impairments,59,0,0,45,NA,NA,45
2007,District of Columbia,Speech or language impairments,1021,0,10,826,112,73,1021
2007,District of Columbia,Visual impairments,26,0,0,NA,NA,0,0
2007,District of Columbia,Emotional disturbance,1614,0,NA,1570,25,NA,1595
2007,District of Columbia,Orthopedic impairments,NA,0,0,NA,NA,0,0
2007,District of Columbia,Other health impairments,473,NA,NA,413,31,26,470
2007,District of Columbia,Specific learning disabilities,4608,NA,NA,4094,313,182,4589
2007,District of Columbia,Deaf-blindness,NA,NA,0,NA,0,0,0
2007,District of Columbia,Multiple disabilities,825,0,NA,727,50,NA,777
2007,District of Columbia,Autism,245,0,NA,198,NA,26,224
2007,District of Columbia,Traumatic brain injury,NA,0,0,17,NA,NA,17
2007,District of Columbia,Developmental delay,292,0,NA,250,21,NA,271
2007,District of Columbia,All disabilities,10296,NA,NA,9233,628,389,10250
2007,Florida,Mental retardation,33554,70,392,14958,6167,11967,33554
2007,Florida,Hearing impairments,3696,8,93,898,976,1721,3696
2007,Florida,Speech or language impairments,78806,233,1459,19268,14816,43030,78806
2007,Florida,Visual impairments,1153,NA,NA,247,236,645,1128
2007,Florida,Emotional disturbance,31548,80,66,12902,4235,14265,31548
2007,Florida,Orthopedic impairments,3751,8,70,802,805,2066,3751
2007,Florida,Other health impairments,22457,70,167,4461,4363,13396,22457
2007,Florida,Specific learning disabilities,172077,492,1234,42512,44114,83725,172077
2007,Florida,Deaf-blindness,61,0,NA,NA,18,30,48
2007,Florida,Multiple disabilities,0,0,0,0,0,0,0
2007,Florida,Autism,10582,24,306,1989,2711,5552,10582
2007,Florida,Traumatic brain injury,588,NA,NA,NA,112,304,416
2007,Florida,Developmental delay,0,0,0,0,0,0,0
2007,Florida,All disabilities,358273,992,3815,98212,78553,176701,358273
2007,Georgia,Mental retardation,22058,19,259,13103,1269,7053,21703
2007,Georgia,Hearing impairments,1699,NA,NA,630,214,766,1610
2007,Georgia,Speech or language impairments,32456,48,711,10670,2888,17099,31416
2007,Georgia,Visual impairments,690,NA,NA,242,37,366,645
2007,Georgia,Emotional disturbance,20682,35,99,10067,541,9306,20048
2007,Georgia,Orthopedic impairments,1008,NA,NA,313,72,576,961
2007,Georgia,Other health impairments,26309,56,191,8606,975,15668,25496
2007,Georgia,Specific learning disabilities,52842,82,560,20296,5656,24968,51562
2007,Georgia,Deaf-blindness,23,0,NA,NA,NA,13,13
2007,Georgia,Multiple disabilities,0,0,0,0,0,0,0
2007,Georgia,Autism,7839,8,263,2664,386,4248,7569
2007,Georgia,Traumatic brain injury,466,NA,NA,NA,NA,238,238
2007,Georgia,Developmental delay,4898,9,76,2192,378,2090,4745
2007,Georgia,All disabilities,170970,262,2254,68966,12451,82391,166324
2007,Guam,Mental retardation,77,0,75,NA,NA,0,75
2007,Guam,Hearing impairments,54,0,51,NA,0,NA,51
2007,Guam,Speech or language impairments,217,0,211,0,NA,NA,211
2007,Guam,Visual impairments,NA,NA,NA,0,0,0,0
2007,Guam,Emotional disturbance,96,0,NA,0,NA,NA,0
2007,Guam,Orthopedic impairments,29,0,NA,NA,0,0,0
2007,Guam,Other health impairments,128,0,NA,0,0,NA,0
2007,Guam,Specific learning disabilities,1348,NA,1333,NA,0,13,1346
2007,Guam,Deaf-blindness,NA,NA,NA,0,0,0,0
2007,Guam,Multiple disabilities,56,0,NA,0,0,NA,0
2007,Guam,Autism,75,0,NA,NA,0,0,0
2007,Guam,Traumatic brain injury,NA,NA,NA,0,0,0,0
2007,Guam,Developmental delay,5,NA,NA,0,0,0,0
2007,Guam,All disabilities,2097,NA,2061,NA,NA,25,2086
2007,Hawaii,Mental retardation,1403,NA,1193,26,43,NA,1262
2007,Hawaii,Hearing impairments,312,NA,270,NA,NA,30,300
2007,Hawaii,Speech or language impairments,705,NA,479,27,NA,160,666
2007,Hawaii,Visual impairments,59,NA,44,NA,NA,10,54
2007,Hawaii,Emotional disturbance,1742,22,1331,47,64,278,1742
2007,Hawaii,Orthopedic impairments,73,0,56,NA,0,NA,56
2007,Hawaii,Other health impairments,2548,28,1828,90,94,508,2548
2007,Hawaii,Specific learning disabilities,8634,60,6849,222,362,1141,8634
2007,Hawaii,Deaf-blindness,5,0,5,0,0,0,5
2007,Hawaii,Multiple disabilities,390,NA,321,NA,12,47,380
2007,Hawaii,Autism,918,8,613,22,31,244,918
2007,Hawaii,Traumatic brain injury,64,0,54,NA,0,NA,54
2007,Hawaii,Developmental delay,1111,12,885,47,37,130,1111
2007,Hawaii,All disabilities,17964,149,13928,499,681,2707,17964
2007,Idaho,Mental retardation,1779,38,21,30,292,1398,1779
2007,Idaho,Hearing impairments,252,5,5,5,31,206,252
2007,Idaho,Speech or language impairments,5055,73,80,66,714,4122,5055
2007,Idaho,Visual impairments,91,0,NA,NA,NA,NA,0
2007,Idaho,Emotional disturbance,1509,39,13,33,99,1325,1509
2007,Idaho,Orthopedic impairments,104,NA,0,NA,16,84,100
2007,Idaho,Other health impairments,2438,54,18,49,162,2155,2438
2007,Idaho,Specific learning disabilities,9400,267,51,136,1594,7352,9400
2007,Idaho,Deaf-blindness,7,NA,0,0,NA,NA,0
2007,Idaho,Multiple disabilities,441,NA,NA,9,59,366,434
2007,Idaho,Autism,1209,15,23,12,75,1084,1209
2007,Idaho,Traumatic brain injury,137,6,NA,NA,19,105,130
2007,Idaho,Developmental delay,1591,40,16,20,267,1248,1591
2007,Idaho,All disabilities,24013,544,234,368,3340,19527,24013
2007,Illinois,Mental retardation,24278,46,459,9809,3851,10113,24278
2007,Illinois,Hearing impairments,3692,7,143,662,807,2073,3692
2007,Illinois,Speech or language impairments,52748,109,1421,7628,8102,35488,52748
2007,Illinois,Visual impairments,1088,NA,NA,232,172,641,1045
2007,Illinois,Emotional disturbance,26330,60,208,9208,2621,14233,26330
2007,Illinois,Orthopedic impairments,1966,NA,NA,392,350,1172,1914
2007,Illinois,Other health impairments,25037,46,276,3385,1806,19524,25037
2007,Illinois,Specific learning disabilities,135745,236,1466,33038,27837,73168,135745
2007,Illinois,Deaf-blindness,21,NA,0,NA,NA,16,16
2007,Illinois,Multiple disabilities,1420,NA,NA,230,221,935,1386
2007,Illinois,Autism,10682,16,487,1819,1131,7229,10682
2007,Illinois,Traumatic brain injury,785,NA,NA,247,NA,392,639
2007,Illinois,Developmental delay,919,NA,NA,NA,165,510,675
2007,Illinois,All disabilities,284711,531,4610,66880,47196,165494,284711
2007,Indiana,Mental retardation,19788,36,87,5190,1004,13471,19788
2007,Indiana,Hearing impairments,2121,5,42,209,118,1747,2121
2007,Indiana,Speech or language impairments,38195,83,327,3223,1731,32831,38195
2007,Indiana,Visual impairments,883,NA,NA,111,NA,719,830
2007,Indiana,Emotional disturbance,14692,42,22,2702,278,11648,14692
2007,Indiana,Orthopedic impairments,1526,0,18,114,70,1324,1526
2007,Indiana,Other health impairments,10891,31,37,1028,201,9594,10891
2007,Indiana,Specific learning disabilities,60741,119,197,7667,2908,49850,60741
2007,Indiana,Deaf-blindness,19,0,0,NA,0,NA,0
2007,Indiana,Multiple disabilities,1809,NA,NA,172,73,1546,1791
2007,Indiana,Autism,8341,13,85,716,212,7315,8341
2007,Indiana,Traumatic brain injury,540,NA,0,NA,NA,NA,0
2007,Indiana,Developmental delay,0,0,0,0,0,0,0
2007,Indiana,All disabilities,159546,333,844,21203,6661,130505,159546
2007,Iowa,Mental retardation,10643,69,100,994,656,8824,10643
2007,Iowa,Hearing impairments,633,NA,NA,55,44,518,617
2007,Iowa,Speech or language impairments,6514,36,71,562,393,5452,6514
2007,Iowa,Visual impairments,NA,NA,NA,11,NA,NA,11
2007,Iowa,Emotional disturbance,6237,39,54,653,368,5123,6237
2007,Iowa,Orthopedic impairments,723,5,6,61,43,608,723
2007,Iowa,Other health impairments,507,0,NA,48,NA,438,486
2007,Iowa,Specific learning disabilities,36322,239,326,3326,2257,30174,36322
2007,Iowa,Deaf-blindness,NA,NA,0,0,0,NA,0
2007,Iowa,Multiple disabilities,359,NA,NA,32,21,300,353
2007,Iowa,Autism,1057,6,19,80,52,900,1057
2007,Iowa,Traumatic brain injury,182,NA,NA,15,11,152,178
2007,Iowa,Developmental delay,0,0,0,0,0,0,0
2007,Iowa,All disabilities,63332,401,600,5837,3872,52622,63332
2007,Kansas,Mental retardation,4107,63,46,893,440,2665,4107
2007,Kansas,Hearing impairments,550,9,17,49,73,402,550
2007,Kansas,Speech or language impairments,9364,144,159,678,907,7476,9364
2007,Kansas,Visual impairments,184,NA,NA,22,25,130,177
2007,Kansas,Emotional disturbance,3198,71,22,531,205,2369,3198
2007,Kansas,Orthopedic impairments,314,NA,NA,NA,36,252,288
2007,Kansas,Other health impairments,6999,111,45,770,414,5659,6999
2007,Kansas,Specific learning disabilities,23374,454,246,2802,3234,16638,23374
2007,Kansas,Deaf-blindness,15,0,NA,NA,NA,9,9
2007,Kansas,Multiple disabilities,2163,36,24,249,175,1679,2163
2007,Kansas,Autism,1700,25,54,162,123,1336,1700
2007,Kansas,Traumatic brain injury,208,NA,NA,18,NA,164,182
2007,Kansas,Developmental delay,3928,58,54,401,476,2939,3928
2007,Kansas,All disabilities,56104,981,677,6594,6134,41718,56104
2007,Kentucky,Mental retardation,17055,19,38,2530,184,14284,17055
2007,Kentucky,Hearing impairments,581,NA,NA,58,22,488,568
2007,Kentucky,Speech or language impairments,20186,30,143,1765,419,17829,20186
2007,Kentucky,Visual impairments,462,NA,NA,NA,NA,421,421
2007,Kentucky,Emotional disturbance,5628,8,7,1352,55,4206,5628
2007,Kentucky,Orthopedic impairments,438,NA,NA,36,9,386,431
2007,Kentucky,Other health impairments,15213,23,36,1894,152,13108,15213
2007,Kentucky,Specific learning disabilities,13728,26,36,1429,345,11892,13728
2007,Kentucky,Deaf-blindness,10,0,0,NA,NA,8,8
2007,Kentucky,Multiple disabilities,3787,9,10,351,44,3373,3787
2007,Kentucky,Autism,2421,NA,35,272,NA,2089,2396
2007,Kentucky,Traumatic brain injury,244,0,NA,35,NA,204,239
2007,Kentucky,Developmental delay,8843,16,44,1206,207,7370,8843
2007,Kentucky,All disabilities,88596,138,370,10963,1467,75658,88596
2007,Louisiana,Mental retardation,8393,50,38,5558,63,2684,8393
2007,Louisiana,Hearing impairments,1117,15,15,451,31,605,1117
2007,Louisiana,Speech or language impairments,19525,162,170,7281,377,11535,19525
2007,Louisiana,Visual impairments,409,NA,NA,160,9,231,400
2007,Louisiana,Emotional disturbance,2664,NA,NA,1653,26,967,2646
2007,Louisiana,Orthopedic impairments,1048,14,7,403,17,607,1048
2007,Louisiana,Other health impairments,9302,56,27,3458,94,5667,9302
2007,Louisiana,Specific learning disabilities,26469,258,67,15049,385,10710,26469
2007,Louisiana,Deaf-blindness,6,0,0,NA,0,NA,0
2007,Louisiana,Multiple disabilities,976,6,10,411,14,535,976
2007,Louisiana,Autism,2240,NA,42,881,NA,1278,2201
2007,Louisiana,Traumatic brain injury,234,0,NA,NA,NA,NA,0
2007,Louisiana,Developmental delay,5619,67,28,2942,77,2505,5619
2007,Louisiana,All disabilities,78002,649,414,38369,1133,37437,78002
2007,Maine,Mental retardation,783,NA,NA,24,NA,739,763
2007,Maine,Hearing impairments,256,0,NA,7,NA,242,249
2007,Maine,Speech or language impairments,6443,63,117,133,96,6034,6443
2007,Maine,Visual impairments,74,NA,NA,NA,NA,65,65
2007,Maine,Emotional disturbance,2851,47,15,83,33,2673,2851
2007,Maine,Orthopedic impairments,51,0,0,NA,NA,46,46
2007,Maine,Other health impairments,5373,58,40,138,68,5069,5373
2007,Maine,Specific learning disabilities,10038,115,61,225,109,9528,10038
2007,Maine,Deaf-blindness,NA,NA,0,0,0,NA,0
2007,Maine,Multiple disabilities,2968,29,18,60,34,2827,2968
2007,Maine,Autism,1600,13,14,24,18,1531,1600
2007,Maine,Traumatic brain injury,78,0,NA,NA,0,75,75
2007,Maine,Developmental delay,NA,0,0,0,NA,NA,0
2007,Maine,All disabilities,30536,332,279,702,374,28849,30536
2007,Maryland,Mental retardation,5259,11,126,3055,267,1800,5259
2007,Maryland,Hearing impairments,1101,NA,NA,349,90,593,1032
2007,Maryland,Speech or language impairments,18390,82,739,6212,1638,9719,18390
2007,Maryland,Visual impairments,442,NA,NA,192,22,206,420
2007,Maryland,Emotional disturbance,8437,37,52,4817,205,3326,8437
2007,Maryland,Orthopedic impairments,384,NA,NA,183,36,152,371
2007,Maryland,Other health impairments,13801,54,198,6019,631,6899,13801
2007,Maryland,Specific learning disabilities,33211,121,458,14915,3362,14355,33211
2007,Maryland,Deaf-blindness,25,0,0,NA,NA,16,16
2007,Maryland,Multiple disabilities,4691,25,143,1939,311,2273,4691
2007,Maryland,Autism,5693,13,323,1878,283,3196,5693
2007,Maryland,Traumatic brain injury,298,NA,NA,NA,NA,140,140
2007,Maryland,Developmental delay,1101,6,37,603,122,333,1101
2007,Maryland,All disabilities,92833,356,2187,40297,6985,43008,92833
2007,Massachusetts,Mental retardation,11185,54,282,2016,3164,5669,11185
2007,Massachusetts,Hearing impairments,1134,NA,NA,119,187,761,1067
2007,Massachusetts,Speech or language impairments,22932,76,911,2149,3995,15801,22932
2007,Massachusetts,Visual impairments,493,NA,NA,56,62,346,464
2007,Massachusetts,Emotional disturbance,13602,67,189,2093,2497,8756,13602
2007,Massachusetts,Orthopedic impairments,1352,6,25,124,147,1050,1352
2007,Massachusetts,Other health impairments,10409,36,115,660,1122,8476,10409
2007,Massachusetts,Specific learning disabilities,61927,238,1108,6917,10498,43166,61927
2007,Massachusetts,Deaf-blindness,194,0,7,28,42,117,194
2007,Massachusetts,Multiple disabilities,4711,13,134,413,649,3502,4711
2007,Massachusetts,Autism,6860,8,285,452,510,5605,6860
2007,Massachusetts,Traumatic brain injury,5826,21,118,313,458,4916,5826
2007,Massachusetts,Developmental delay,10202,34,274,911,1745,7238,10202
2007,Massachusetts,All disabilities,150827,559,3538,16251,25076,105403,150827
2007,Michigan,Mental retardation,22870,203,259,8296,890,13222,22870
2007,Michigan,Hearing impairments,2813,15,85,583,154,1975,2812
2007,Michigan,Speech or language impairments,43631,411,779,7393,1808,33240,43631
2007,Michigan,Visual impairments,808,5,21,149,34,599,808
2007,Michigan,Emotional disturbance,16881,181,96,3936,426,12242,16881
2007,Michigan,Orthopedic impairments,3064,19,67,873,119,1986,3064
2007,Michigan,Other health impairments,18154,207,155,2263,519,15009,18153
2007,Michigan,Specific learning disabilities,88358,981,652,21036,4659,61030,88358
2007,Michigan,Deaf-blindness,6,0,0,NA,NA,NA,0
2007,Michigan,Multiple disabilities,3035,23,68,638,150,2156,3035
2007,Michigan,Autism,10803,80,237,1505,255,8726,10803
2007,Michigan,Traumatic brain injury,614,6,7,NA,NA,NA,13
2007,Michigan,Developmental delay,1442,15,36,349,82,960,1442
2007,Michigan,All disabilities,212479,2146,2462,47163,9119,151587,212477
2007,Minnesota,Mental retardation,8889,349,344,1296,478,6422,8889
2007,Minnesota,Hearing impairments,2055,32,221,192,153,1457,2055
2007,Minnesota,Speech or language impairments,16833,475,879,1318,932,13229,16833
2007,Minnesota,Visual impairments,360,NA,27,NA,NA,266,293
2007,Minnesota,Emotional disturbance,16422,1036,201,3646,705,10834,16422
2007,Minnesota,Orthopedic impairments,1579,27,82,109,75,1286,1579
2007,Minnesota,Other health impairments,14346,480,238,1481,613,11534,14346
2007,Minnesota,Specific learning disabilities,31320,1061,1477,4458,2891,21433,31320
2007,Minnesota,Deaf-blindness,50,0,NA,NA,NA,44,44
2007,Minnesota,Multiple disabilities,781,15,37,87,56,586,781
2007,Minnesota,Autism,9876,137,366,614,317,8442,9876
2007,Minnesota,Traumatic brain injury,434,NA,NA,57,24,316,397
2007,Minnesota,Developmental delay,2101,88,66,239,212,1496,2101
2007,Minnesota,All disabilities,105046,3726,3960,13535,6480,77345,105046
2007,Mississippi,Mental retardation,4224,NA,NA,2969,32,1201,4202
2007,Mississippi,Hearing impairments,620,NA,NA,339,12,265,616
2007,Mississippi,Speech or language impairments,15546,23,87,5940,194,9302,15546
2007,Mississippi,Visual impairments,289,NA,NA,149,NA,135,284
2007,Mississippi,Emotional disturbance,1743,NA,NA,820,13,898,1731
2007,Mississippi,Orthopedic impairments,506,NA,NA,226,9,265,500
2007,Mississippi,Other health impairments,5403,13,7,2610,51,2722,5403
2007,Mississippi,Specific learning disabilities,24682,52,43,14929,268,9390,24682
2007,Mississippi,Deaf-blindness,11,0,0,NA,0,NA,0
2007,Mississippi,Multiple disabilities,670,0,NA,353,NA,309,662
2007,Mississippi,Autism,1081,NA,NA,507,16,545,1068
2007,Mississippi,Traumatic brain injury,155,0,NA,NA,NA,NA,0
2007,Mississippi,Developmental delay,2365,7,10,1304,39,1005,2365
2007,Mississippi,All disabilities,57295,114,193,30230,641,26117,57295
2007,Missouri,Mental retardation,11073,52,92,3479,249,7201,11073
2007,Missouri,Hearing impairments,1255,NA,NA,217,56,949,1222
