year,state,disability,total_6to21,el_yes,el_no,aian,black,hisp,tworace,white,api,total_ethnicity
2016,Bureau of Indian Education,Visual impairment,12,3,9,12,0,0,0,0,0,12
2016,California,All Disabilities,666414,199317,467097,4954,58570,374667,22628,163475,42120,666414
2016,California,Autism,85205,18394,66811,450,6264,37077,3754,25724,11936,85205
2016,California,Deaf-blindness,85,15,70,0,5,36,5,30,9,85
2016,California,Developmental delay,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2016,California,Emotional disturbance,24460,2903,21557,295,3516,9468,1169,9183,829,24460
2016,California,Hearing impairment,10417,3178,7239,37,511,6271,316,2221,1061,10417
2016,California,Intellectual disability,39875,14793,25082,256,3598,24022,1051,7615,3333,39875
2016,California,Multiple disabilities,5742,1490,4252,28,474,2890,233,1509,608,5742
2016,California,Orthopedic impairment,9320,2771,6549,55,575,4947,253,2674,816,9320
2016,California,Other health impairment,85228,15367,69861,659,10077,38548,3447,29131,3366,85228
2016,California,Specific learning disability,292541,106493,186048,2457,27412,189575,7449,55646,10002,292541
2016,California,Speech or language impairment,108880,32746,76134,675,5745,59439,4793,28460,9768,108880
2016,California,Traumatic brain injury,1599,399,1200,18,162,860,55,416,88,1599
2016,California,Visual impairment,3062,768,2294,24,231,1534,103,866,304,3062
2016,Colorado,All Disabilities,84546,14780,69766,920,5014,31607,3360,42062,1583,84546
2016,Colorado,Autism,6378,524,5854,42,265,1498,314,4068,191,6378
2016,Colorado,Deaf-blindness,27,2,25,0,2,9,0,15,1,27
2016,Colorado,Developmental delay,3336,722,2614,37,173,1387,151,1515,73,3336
2016,Colorado,Emotional disturbance,5535,293,5242,74,437,1387,261,3314,62,5535
2016,Colorado,Hearing impairment,1224,243,981,6,64,477,40,562,75,1224
2016,Colorado,Intellectual disability,2530,551,1979,33,240,1095,80,1014,68,2530
2016,Colorado,Multiple disabilities,4016,668,3348,35,263,1424,164,2011,119,4016
2016,Colorado,Orthopedic impairment,355,58,297,3,14,105,13,209,11,355
2016,Colorado,Other health impairment,9995,759,9236,86,581,2492,459,6237,140,9995
2016,Colorado,Specific learning disability,39234,8754,30480,495,2519,17333,1389,16987,511,39234
2016,Colorado,Speech or language impairment,11144,2088,9056,99,412,4111,461,5760,301,11144
2016,Colorado,Traumatic brain injury,501,87,414,6,30,198,18,240,9,501
2016,Colorado,Visual impairment,271,31,240,4,14,91,10,130,22,271
2016,Connecticut,All Disabilities,68433,6644,61789,203,11333,19404,1855,34108,1530,68433
2016,Connecticut,Autism,8168,368,7800,23,1063,1614,240,4843,385,8168
2016,Connecticut,Deaf-blindness,10,0,10,0,1,1,1,7,0,10
2016,Connecticut,Developmental delay,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2016,Connecticut,Emotional disturbance,5440,225,5215,20,1083,1525,213,2537,62,5440
2016,Connecticut,Hearing impairment,497,57,440,3,60,156,3,243,32,497
2016,Connecticut,Intellectual disability,2509,372,2137,7,560,798,42,1028,74,2509
2016,Connecticut,Multiple disabilities,2845,175,2670,4,514,688,67,1464,108,2845
2016,Connecticut,Orthopedic impairment,50,4,46,0,5,11,3,26,5,50
2016,Connecticut,Other health impairment,14989,1048,13941,62,2329,4002,441,7945,210,14989
2016,Connecticut,Specific learning disability,25592,3212,22380,62,4498,8007,596,12086,343,25592
2016,Connecticut,Speech or language impairment,8095,1167,6928,21,1178,2538,246,3808,304,8095
2016,Connecticut,Traumatic brain injury,110,10,100,0,20,23,0,62,5,110
2016,Connecticut,Visual impairment,128,6,122,1,22,41,3,59,2,128
2016,Delaware,All Disabilities,19137,1734,17403,87,7186,2966,624,7982,292,19137
2016,Delaware,Autism,1519,69,1450,8,410,156,41,843,61,1519
2016,Delaware,Deaf-blindness,47,0,47,0,12,14,0,19,2,47
2016,Delaware,Developmental delay,1081,226,855,2,383,226,48,396,26,1081
2016,Delaware,Emotional disturbance,936,22,914,6,439,68,37,383,3,936
2016,Delaware,Hearing impairment,193,26,167,1,50,50,5,81,6,193
2016,Delaware,Intellectual disability,1488,148,1340,7,697,206,27,524,27,1488
2016,Delaware,Multiple disabilities,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2016,Delaware,Orthopedic impairment,201,13,188,0,52,40,3,96,10,201
2016,Delaware,Other health impairment,2605,100,2505,12,919,253,95,1298,28,2605
2016,Delaware,Specific learning disability,9283,981,8302,44,3825,1720,301,3319,74,9283
2016,Delaware,Speech or language impairment,1661,140,1521,7,370,209,64,960,51,1661
2016,Delaware,Traumatic brain injury,64,7,57,0,15,14,2,32,1,64
2016,Delaware,Visual impairment,59,2,57,0,14,10,1,31,3,59
2016,District of Columbia,All Disabilities,11136,1121,10015,NA,8952,1487,97,524,62,11122
2016,District of Columbia,Autism,838,75,763,NA,623,81,19,104,11,838
2016,District of Columbia,Deaf-blindness,1,0,1,NA,1,0,0,0,0,1
2016,District of Columbia,Developmental delay,434,89,345,NA,327,85,4,13,4,433
2016,District of Columbia,Emotional disturbance,848,30,818,NA,771,56,8,11,2,848
2016,District of Columbia,Hearing impairment,29,5,24,NA,22,5,0,2,0,29
2016,District of Columbia,Intellectual disability,669,58,611,NA,587,70,5,5,1,668
2016,District of Columbia,Multiple disabilities,1289,74,1215,NA,1104,92,8,76,5,1285
2016,District of Columbia,Orthopedic impairment,13,0,13,NA,11,1,0,0,1,13
2016,District of Columbia,Other health impairment,1945,104,1841,NA,1626,183,18,105,12,1944
2016,District of Columbia,Specific learning disability,4060,508,3552,NA,3189,686,25,136,19,4055
2016,District of Columbia,Speech or language impairment,964,175,789,NA,657,222,9,67,7,962
2016,District of Columbia,Traumatic brain injury,23,2,21,NA,18,3,1,1,0,23
2016,District of Columbia,Visual impairment,23,1,22,NA,16,3,0,4,0,23
2016,Federated States of Micronesia,All Disabilities,1901,1901,0,0,0,0,0,0,1901,1901
2016,Federated States of Micronesia,Autism,11,NA,NA,0,0,0,0,0,11,11
2016,Federated States of Micronesia,Deaf-blindness,0,NA,NA,0,0,0,0,0,0,0
2016,Federated States of Micronesia,Developmental delay,94,NA,NA,0,0,0,0,0,94,94
2016,Federated States of Micronesia,Emotional disturbance,10,NA,NA,0,0,0,0,0,10,10
2016,Federated States of Micronesia,Hearing impairment,62,NA,NA,0,0,0,0,0,62,62
2016,Federated States of Micronesia,Intellectual disability,24,NA,NA,0,0,0,0,0,24,24
2016,Federated States of Micronesia,Multiple disabilities,54,NA,NA,0,0,0,0,0,54,54
2016,Federated States of Micronesia,Orthopedic impairment,27,NA,NA,0,0,0,0,0,27,27
2016,Federated States of Micronesia,Other health impairment,71,NA,NA,0,0,0,0,0,71,71
2016,Federated States of Micronesia,Specific learning disability,1422,NA,NA,0,0,0,0,0,1422,1422
2016,Federated States of Micronesia,Speech or language impairment,58,NA,NA,0,0,0,0,0,58,58
2016,Federated States of Micronesia,Traumatic brain injury,1,NA,NA,0,0,0,0,0,1,1
2016,Federated States of Micronesia,Visual impairment,67,NA,NA,0,0,0,0,0,67,67
2016,Florida,All Disabilities,342458,29403,313055,1133,87751,103051,11268,134490,4765,342458
2016,Florida,Autism,33501,2016,31485,88,5836,10983,1223,14411,960,33501
2016,Florida,Deaf-blindness,79,4,75,0,19,26,3,28,3,79
2016,Florida,Developmental delay,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2016,Florida,Emotional disturbance,15613,450,15163,46,6212,2955,656,5703,41,15613
2016,Florida,Hearing impairment,3921,362,3559,10,835,1301,113,1545,117,3921
2016,Florida,Intellectual disability,24846,1042,23804,85,9103,6367,675,8157,459,24846
2016,Florida,Multiple disabilities,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2016,Florida,Orthopedic impairment,2509,166,2343,8,503,750,80,1092,76,2509
2016,Florida,Other health impairment,38126,2765,35361,104,8202,10995,1294,17213,318,38126
2016,Florida,Specific learning disability,142522,13243,129279,537,38105,47463,4237,50924,1256,142522
2016,Florida,Speech or language impairment,79582,9245,70337,245,18512,21760,2929,34645,1491,79582
2016,Florida,Traumatic brain injury,501,22,479,4,145,106,22,213,11,501
2016,Florida,Visual impairment,1258,88,1170,6,279,345,36,559,33,1258
2016,Georgia,All Disabilities,190541,14892,175649,375,76358,25997,6474,78013,3324,190541
2016,Georgia,Autism,17657,882,16775,36,6407,1890,652,7930,742,17657
2016,Georgia,Deaf-blindness,35,0,35,0,12,3,2,17,1,35
2016,Georgia,Developmental delay,14520,1634,12886,29,6032,2170,583,5412,294,14520
2016,Georgia,Emotional disturbance,11090,194,10896,27,5331,700,468,4499,65,11090
2016,Georgia,Hearing impairment,1663,130,1533,1,605,323,50,618,66,1663
2016,Georgia,Intellectual disability,16663,823,15840,26,8975,1798,404,5181,279,16663
2016,Georgia,Multiple disabilities,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2016,Georgia,Orthopedic impairment,728,73,655,2,214,117,20,334,41,728
2016,Georgia,Other health impairment,31358,881,30477,61,11778,2405,1171,15629,314,31358
2016,Georgia,Specific learning disability,72524,8204,64320,149,29488,13586,2188,26273,840,72524
2016,Georgia,Speech or language impairment,23156,2005,21151,44,7107,2870,894,11608,633,23156
2016,Georgia,Traumatic brain injury,431,23,408,0,166,49,17,188,11,431
2016,Georgia,Visual impairment,716,43,673,0,243,86,25,324,38,716
2016,Guam,All Disabilities,1853,97,1756,NA,NA,6,17,NA,1811,1834
2016,Guam,Autism,159,8,151,NA,NA,0,4,NA,153,157
2016,Guam,Deaf-blindness,1,0,1,NA,NA,0,0,NA,1,1
2016,Guam,Developmental delay,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2016,Guam,Emotional disturbance,92,5,87,NA,NA,1,0,NA,91,92
2016,Guam,Hearing impairment,37,11,26,NA,NA,0,0,NA,37,37
2016,Guam,Intellectual disability,56,5,51,NA,NA,1,1,NA,54,56
2016,Guam,Multiple disabilities,92,11,81,NA,NA,0,0,NA,90,90
2016,Guam,Orthopedic impairment,14,0,14,NA,NA,1,1,NA,12,14
2016,Guam,Other health impairment,203,4,199,NA,NA,0,3,NA,198,201
2016,Guam,Specific learning disability,1091,45,1046,NA,NA,2,7,NA,1070,1079
2016,Guam,Speech or language impairment,89,4,85,NA,NA,1,1,NA,86,88
2016,Guam,Traumatic brain injury,2,0,2,NA,NA,0,0,NA,2,2
2016,Guam,Visual impairment,17,4,13,NA,NA,0,0,NA,17,17
2016,Hawaii,All Disabilities,16884,1532,15352,75,388,2388,1770,2166,10097,16884
2016,Hawaii,Autism,1474,114,1360,5,37,181,195,338,718,1474
2016,Hawaii,Deaf-blindness,3,0,3,0,0,0,0,0,3,3
2016,Hawaii,Developmental delay,971,137,834,3,12,227,139,92,498,971
2016,Hawaii,Emotional disturbance,978,53,925,7,25,149,117,143,537,978
2016,Hawaii,Hearing impairment,249,50,199,2,5,17,25,14,186,249
2016,Hawaii,Intellectual disability,1240,253,987,4,24,129,100,96,887,1240
2016,Hawaii,Multiple disabilities,604,98,506,0,8,57,54,61,424,604
2016,Hawaii,Orthopedic impairment,63,10,53,0,0,7,5,13,38,63
2016,Hawaii,Other health impairment,2949,133,2816,10,81,446,325,487,1600,2949
2016,Hawaii,Specific learning disability,7783,625,7158,43,177,1081,719,803,4960,7783
2016,Hawaii,Speech or language impairment,469,37,432,1,17,87,80,111,173,469
2016,Hawaii,Traumatic brain injury,59,8,51,0,0,7,6,5,41,59
2016,Hawaii,Visual impairment,42,14,28,0,2,0,5,3,32,42
2016,Idaho,All Disabilities,27650,2297,25353,633,397,5633,801,19880,306,27650
2016,Idaho,Autism,2776,78,2698,47,34,347,89,2215,44,2776
2016,Idaho,Deaf-blindness,3,0,3,0,0,0,0,3,0,3
2016,Idaho,Developmental delay,1841,204,1637,55,16,427,57,1259,27,1841
2016,Idaho,Emotional disturbance,1401,31,1370,33,38,183,57,1084,6,1401
2016,Idaho,Hearing impairment,319,33,286,4,8,81,7,206,13,319
2016,Idaho,Intellectual disability,2087,282,1805,51,43,546,51,1361,35,2087
2016,Idaho,Multiple disabilities,610,29,581,12,19,90,15,460,14,610
2016,Idaho,Orthopedic impairment,85,7,78,2,3,13,1,64,2,85
2016,Idaho,Other health impairment,5851,286,5565,87,98,875,199,4549,43,5851
2016,Idaho,Specific learning disability,6887,847,6040,173,90,1915,172,4480,57,6887
2016,Idaho,Speech or language impairment,5597,484,5113,166,42,1108,149,4071,61,5597
2016,Idaho,Traumatic brain injury,111,12,99,2,4,31,3,69,2,111
2016,Idaho,Visual impairment,82,4,78,1,2,17,1,59,2,82
2016,Illinois,All Disabilities,256897,21540,235357,1003,54704,64440,9020,121939,5787,256893
2016,Illinois,Autism,22146,1743,20403,80,3559,4544,815,11900,1248,22146
2016,Illinois,Deaf-blindness,22,0,22,0,3,5,0,14,0,22
2016,Illinois,Developmental delay,19138,2450,16688,95,3621,5400,850,8550,622,19138
2016,Illinois,Emotional disturbance,18623,469,18154,71,5382,3035,887,9033,215,18623
2016,Illinois,Hearing impairment,3142,230,2912,8,463,948,96,1466,161,3142
2016,Illinois,Intellectual disability,16199,1729,14470,62,5301,3822,376,6224,414,16199
2016,Illinois,Multiple disabilities,2546,125,2421,10,415,475,87,1456,103,2546
2016,Illinois,Orthopedic impairment,1048,67,981,7,153,235,33,565,55,1048
2016,Illinois,Other health impairment,34911,1278,33633,109,5593,5512,1522,21618,556,34910
2016,Illinois,Specific learning disability,102266,10732,91534,388,25459,32339,2902,39963,1214,102265
2016,Illinois,Speech or language impairment,35222,2612,32610,170,4403,7762,1400,20340,1145,35220
2016,Illinois,Traumatic brain injury,643,45,598,3,176,135,22,295,12,643
2016,Illinois,Visual impairment,991,60,931,0,176,228,30,515,42,991
2016,Indiana,All Disabilities,155185,7671,147514,413,21395,14987,7897,109036,1457,155185
2016,Indiana,Autism,14670,611,14059,36,1439,1200,690,11057,248,14670
2016,Indiana,Deaf-blindness,28,3,25,0,5,3,1,19,0,28
2016,Indiana,Developmental delay,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2016,Indiana,Emotional disturbance,12698,175,12523,42,2250,728,919,8727,32,12698
2016,Indiana,Hearing impairment,2151,154,1997,3,203,234,81,1549,81,2151
2016,Indiana,Intellectual disability,13920,1082,12838,32,3113,1468,664,8494,149,13920
2016,Indiana,Multiple disabilities,2003,156,1847,5,244,198,85,1438,33,2003
2016,Indiana,Orthopedic impairment,1385,73,1312,2,127,121,59,1031,45,1385
2016,Indiana,Other health impairment,22296,536,21760,66,3145,1422,1244,16287,132,22296
2016,Indiana,Specific learning disability,54531,3094,51437,168,7986,6129,2610,37327,311,54531
2016,Indiana,Speech or language impairment,30144,1728,28416,55,2726,3347,1486,22130,400,30144
2016,Indiana,Traumatic brain injury,452,30,422,0,65,43,20,319,5,452
2016,Indiana,Visual impairment,907,29,878,4,92,94,38,658,21,907
2016,Iowa,All Disabilities,58284,3948,54336,394,5716,6828,2629,41903,814,58284
2016,Iowa,Autism,655,NA,NA,4,65,77,30,470,9,655
2016,Iowa,Deaf-blindness,0,NA,NA,0,0,0,0,0,0,0
2016,Iowa,Developmental delay,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2016,Iowa,Emotional disturbance,5680,NA,NA,38,557,666,256,4083,80,5680
2016,Iowa,Hearing impairment,406,NA,NA,3,41,48,19,289,6,406
2016,Iowa,Intellectual disability,10044,NA,NA,68,985,1176,453,7221,141,10044
2016,Iowa,Multiple disabilities,318,NA,NA,2,32,38,15,226,5,318
2016,Iowa,Orthopedic impairment,655,NA,NA,4,65,77,30,470,9,655
2016,Iowa,Other health impairment,79,NA,NA,1,8,10,4,55,1,79
2016,Iowa,Specific learning disability,35189,NA,NA,238,3446,4118,1584,25313,490,35189
2016,Iowa,Speech or language impairment,5024,NA,NA,34,493,589,227,3611,70,5024
2016,Iowa,Traumatic brain injury,155,NA,NA,1,16,19,7,110,2,155
2016,Iowa,Visual impairment,79,NA,NA,1,8,10,4,55,1,79
2016,Kansas,All Disabilities,60849,4864,55985,719,5521,10685,3409,39547,968,60849
2016,Kansas,Autism,3882,104,3778,30,303,529,228,2679,113,3882
2016,Kansas,Deaf-blindness,16,1,15,0,1,4,0,9,2,16
2016,Kansas,Developmental delay,6502,654,5848,70,431,1174,408,4308,111,6502
2016,Kansas,Emotional disturbance,2355,35,2320,29,335,244,190,1542,15,2355
2016,Kansas,Hearing impairment,538,49,489,3,41,107,33,331,23,538
2016,Kansas,Intellectual disability,3323,191,3132,41,486,619,178,1930,69,3323
2016,Kansas,Multiple disabilities,2949,65,2884,30,268,354,192,2057,48,2949
2016,Kansas,Orthopedic impairment,219,12,207,3,7,32,7,161,9,219
2016,Kansas,Other health impairment,7621,227,7394,71,656,801,468,5551,74,7621
2016,Kansas,Specific learning disability,24595,2869,21726,361,2583,5489,1259,14617,286,24595
2016,Kansas,Speech or language impairment,8503,645,7858,76,380,1276,426,6151,194,8503
2016,Kansas,Traumatic brain injury,149,3,146,0,16,23,10,94,6,149
2016,Kansas,Visual impairment,197,9,188,5,14,33,10,117,18,197
2016,Kentucky,All Disabilities,83953,2484,81469,124,9794,4214,2955,66207,659,83953
2016,Kentucky,Autism,6064,172,5892,8,617,270,199,4901,69,6064
2016,Kentucky,Deaf-blindness,11,1,10,0,2,1,0,8,0,11
2016,Kentucky,Developmental delay,6761,218,6543,7,758,356,267,5333,40,6761
2016,Kentucky,Emotional disturbance,4495,43,4452,13,965,135,224,3148,10,4495
2016,Kentucky,Hearing impairment,600,43,557,0,53,42,14,470,21,600
2016,Kentucky,Intellectual disability,13365,379,12986,13,1545,486,315,10918,88,13365
2016,Kentucky,Multiple disabilities,1898,55,1843,1,203,92,45,1532,25,1898
2016,Kentucky,Orthopedic impairment,389,16,373,0,39,13,19,310,8,389
2016,Kentucky,Other health impairment,14259,175,14084,23,2234,507,578,10861,56,14259
2016,Kentucky,Specific learning disability,16419,707,15712,36,1818,1167,581,12718,99,16419
2016,Kentucky,Speech or language impairment,18972,656,18316,22,1480,1107,699,15438,226,18972
2016,Kentucky,Traumatic brain injury,225,7,218,1,30,12,6,171,5,225
2016,Kentucky,Visual impairment,495,12,483,0,50,26,8,399,12,495
2016,Louisiana,All Disabilities,72949,0,72949,493,36402,2866,1460,31180,548,72949
2016,Louisiana,Autism,4792,0,4792,26,1881,230,107,2444,104,4792
2016,Louisiana,Deaf-blindness,2,0,2,0,0,0,0,2,0,2
2016,Louisiana,Developmental delay,7130,0,7130,40,3754,254,190,2840,52,7130
2016,Louisiana,Emotional disturbance,1746,0,1746,4,1005,35,43,655,4,1746
2016,Louisiana,Hearing impairment,1072,0,1072,11,471,75,20,476,19,1072
2016,Louisiana,Intellectual disability,7331,0,7331,42,4722,208,77,2232,50,7331
2016,Louisiana,Multiple disabilities,992,0,992,9,407,36,12,514,14,992
2016,Louisiana,Orthopedic impairment,949,0,949,7,384,39,12,492,15,949
2016,Louisiana,Other health impairment,10601,0,10601,53,4650,351,212,5297,38,10601
2016,Louisiana,Specific learning disability,25001,0,25001,230,13708,1017,443,9511,92,25001
2016,Louisiana,Speech or language impairment,12628,0,12628,68,5089,591,335,6398,147,12628
2016,Louisiana,Traumatic brain injury,217,0,217,1,121,6,2,87,0,217
2016,Louisiana,Visual impairment,488,0,488,2,210,24,7,232,13,488
2016,Maine,All Disabilities,29620,750,28870,376,920,703,678,26670,273,29620
2016,Maine,Autism,2824,38,2786,29,71,60,71,2561,32,2824
2016,Maine,Deaf-blindness,3,0,3,0,0,0,0,3,0,3
2016,Maine,Developmental delay,16,0,16,0,0,0,0,16,0,16
2016,Maine,Emotional disturbance,2243,54,2189,47,87,48,69,1976,16,2243
2016,Maine,Hearing impairment,141,10,131,1,10,7,1,119,3,141
2016,Maine,Intellectual disability,780,35,745,12,38,16,15,696,3,780
2016,Maine,Multiple disabilities,3190,62,3128,39,102,76,68,2862,43,3190
2016,Maine,Orthopedic impairment,41,2,39,0,3,1,0,37,0,41
2016,Maine,Other health impairment,6377,135,6242,54,208,135,145,5792,43,6377
2016,Maine,Specific learning disability,9709,290,9419,135,299,255,194,8752,74,9709
2016,Maine,Speech or language impairment,4219,119,4100,57,98,104,111,3793,56,4219
2016,Maine,Traumatic brain injury,35,2,33,0,2,0,1,29,3,35
2016,Maine,Visual impairment,42,3,39,2,2,1,3,34,0,42
2016,Maryland,All Disabilities,92962,6431,86531,295,39054,13210,3610,34056,2737,92962
2016,Maryland,Autism,10264,403,9861,28,3907,1077,455,4161,636,10264
2016,Maryland,Deaf-blindness,8,0,8,0,1,1,1,5,0,8
2016,Maryland,Developmental delay,3045,644,2401,13,1173,731,124,819,185,3045
2016,Maryland,Emotional disturbance,6239,78,6161,19,3355,401,281,2122,61,6239
2016,Maryland,Hearing impairment,780,41,739,1,214,142,19,334,70,780
2016,Maryland,Intellectual disability,5847,303,5544,13,3336,706,144,1479,169,5847
2016,Maryland,Multiple disabilities,5422,183,5239,13,1712,570,238,2712,177,5422
2016,Maryland,Orthopedic impairment,183,17,166,1,68,35,5,62,12,183
2016,Maryland,Other health impairment,17989,699,17290,60,8393,1809,760,6658,309,17989
2016,Maryland,Specific learning disability,30626,3043,27583,102,12923,6073,1036,9964,528,30626
